assembly IDs	species	genus	family	order	class	phylum	superkingdom	gram_stain	metabolism	pathways	carbon_substrates	sporulation	motility	range_tmp	range_salinity	cell_shape	isolation_source	d1_lo	d1_up	d2_lo	d2_up	doubling_h	genome_size	gc_content	coding_genes	optimum_tmp	optimum_ph	growth_tmp	rRNA16S_genes	tRNA_genes	gram_stain.count	metabolism.count	pathways.count	carbon_substrates.count	sporulation.count	motility.count	range_tmp.count	range_salinity.count	cell_shape.count	isolation_source.count	gram_stain.prop	metabolism.prop	pathways.prop	carbon_substrates.prop	sporulation.prop	motility.prop	range_tmp.prop	range_salinity.prop	cell_shape.prop	isolation_source.prop	d1_lo.count	d1_up.count	d2_lo.count	d2_up.count	doubling_h.count	genome_size.count	gc_content.count	coding_genes.count	optimum_tmp.count	optimum_ph.count	growth_tmp.count	rRNA16S_genes.count	tRNA_genes.count	d1_lo.stdev	d1_up.stdev	d2_lo.stdev	d2_up.stdev	doubling_h.stdev	genome_size.stdev	gc_content.stdev	coding_genes.stdev	optimum_tmp.stdev	optimum_ph.stdev	growth_tmp.stdev	rRNA16S_genes.stdev	tRNA_genes.stdev	data_source	ref_id	tid
GCA_004339025.1	Volucribacter psittacicida	Volucribacter	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	microaerophilic								host_animal_endotherm											37.0			1	1.0	0	0	0	0	0	0	0	1.0	100.0	100.0								100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														bacdive-microa, engqvist, gold	151, 705, 13521	203482
GCA_900107215.1	Acetomicrobium thermoterrenum	Acetomicrobium	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	negative	anaerobic	fermentation		no	no			bacillus		0.75		2.0			1967584.0			55.0		50.0			1	1.0	2	0	1	1	0	0	1	0.0	100.0	100.0	100.0		100.0	100.0			100.0		1	0	1.0	0.0	0	1	0	0	1	0	1	0	0	0.0		0.0											engqvist, faprotax, gold, bergeys	705, 755, 13521	1120986
GCA_000973725.1	Pontibacter korlensis	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	negative	aerobic		acetate, alanine, alaninamide, alpha-ketovaleric acid, arabinose, asparagine, aspartate, cellobiose, dextrin, fructose, galactose, glucose, glutamate, glycogen, lactate, lactose, maltose, mannose, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, raffinose, succinate, sucrose, trehalose, urocanic acid	no	gliding			bacillus	soil	0.65		2.4			5462537.5	47.32	4372.333	33.5	7.5		4.0	49.0	3	3.0	0	1	1	1	0	0	2		100.0	100.0		100.0	100.0	50.0			100.0		1	0	1.0	0.0	0	6	2	3	1	1	0	2	2						1.225	0.027999999999999997	222.08599999999998				0.0	0.0	fierer, genbank, gold, jemma-refseq, kegg, pasteur, patric, rrndb	4510, 7605, 13521, 14731, 18739, 19897	400092
GCA_001618825.1	Mesorhizobium ciceri	Mesorhizobium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	nitrogen_fixation	adonitol, arabinose, arabitol, cellobiose, fructose, fucose, galactose, glucose, glycerol, mannitol, mannose, melibiose, rhamnose, ribose, sorbitol, xylose	no	yes	mesophilic		bacillus	host_plant_root-associated	0.5		1.0			6850437.307999999	61.348	6372.25	28.0	6.75	27.0	2.0	52.667	9	7.0	5	1	6	6	2	0	8	3.0	100.0	87.5	100.0	100.0	100.0	75.0	100.0		100.0	60.0	3	0	3.0	0.0	0	13	5	4	4	1	1	3	3	0.0		0.0			125104.92599999999	2.677	137.614	0.0			0.0	1.155	engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb	705, 3734, 8761, 9394, 9679, 13521, 14415, 16508, 19891, 19897, 19908	39645
GCA_002268635.1	Cellvibrio mixtus	Cellvibrio	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	negative															5146576.0					30.0			2	0.0	0	0	0	0	0	0	0	0.0	100.0										0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold	705, 13521	39650
GCA_900129925.1	Anaerosphaera aminiphila	Anaerosphaera	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	positive	anaerobic		acetate, alanine, arginine, aspartate, glutamate, glycine, histidine, propionate	yes	no			coccus	host_plant	0.75	0.9	0.75	0.9		2021907.0			36.0	6.7	30.0			1	2.0	0	1	1	2	0	0	2	1.0	100.0	100.0		100.0	100.0	100.0			100.0	50.0	2	1	2.0	1.0	0	1	0	0	2	1	1	0	0	0.071		0.071						0.0					engqvist, fierer, gold	705, 2009, 13521	1120994
GCA_000153745.1	Rhodobacterales bacterium HTCC2255			Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	negative				no					water_marine						2224475.0								2	0.0	0	0	1	0	0	0	0	1.0	100.0				100.0					100.0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0														gold, protraits	13521, 19908	367336
GCA_900176275.1	Andreprevotia lacus	Andreprevotia	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic	aerobic_chemo_heterotrophy, nitrate_reduction	adipate, arabinose, citrate, glucose, malate, maltose, mannose	no	flagella			bacillus	water_groundwater_surface	0.5		1.25	2.0		4626202.0			30.0	7.0	28.0			1	1.0	3	1	2	1	0	0	2	1.0	100.0	50.0	100.0	100.0	100.0	50.0			100.0	50.0	2	0	2.0	1.0	0	1	0	0	2	1	1	0	0	0.0		0.354						0.0					engqvist, faprotax, fierer, gold	705, 1617, 2018, 13521	1121000
GCA_002761295.1	Methanohalophilus portucalensis	Methanohalophilus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	negative	anaerobic	methanogenesis	dimethylamine, methanol, methylamine, trimethylamine		no	mesophilic		coccus		0.6	0.6	2.0	2.0	4.08	2039670.0	42.04		38.5	7.0	39.55			2	3.0	1	1	0	1	1	0	2	0.0	100.0	100.0	100.0	100.0		100.0	100.0		100.0		1	1	1.0	1.0	2	2	1	0	2	1	2	0	0					1.301	69613.24799999999			2.121		3.6060000000000003			corkrey, engqvist, gold, methanogen, patric	579, 705, 13521, 19829, 19897	39664
GCA_000217995.1	Methanosalsum zhilinae	Methanosalsum	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	negative	anaerobic	methanogenesis	dimethylamine, methanol, methylamine, trimethylamine		no		moderate-halophilic	coccus	sediment_fresh_alkaline	0.8	1.5	0.8	1.5	5.8	2138443.2	39.2	1959.0	45.0	9.2	41.0	3.0	46.0	3	3.0	4	1	0	3	0	1	1	1.0	100.0	100.0	100.0	100.0		100.0		100.0	100.0	50.0	1	1	1.0	1.0	1	5	2	3	2	2	1	2	2						1.7890000000000001	0.0	15.395	0.0	0.0		0.0	0.0	amend-shock, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb	123, 705, 6406, 13521, 14454, 16643, 19856, 19891, 19897, 19908	39669
GCA_900021165.1	Paenibacillus phocaensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria										host_animal_endotherm						5514196.0								0	0.0	0	0	0	0	0	0	0	1.0										100.0	0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	1776378
GCA_900078545.1	Olegusella massiliensis	Olegusella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria																					37.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	1776381
GCA_900048895.1	Neglecta timonensis	Neglecta	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																					37.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	1776382
GCA_000093025.1	Methylotenera versatilis	Methylotenera	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	negative	facultative	nitrate_reduction	ethanol, fructose, pyruvate	no	yes				sediment_fresh	0.3	0.7	0.8	1.2		2915257.857	42.62	2752.333	19.5	6.15	25.0	3.0	47.0	5	1.0	1	1	2	2	0	0	0	2.0	100.0	50.0	100.0	100.0	100.0	100.0				66.7	1	1	1.0	1.0	0	7	2	3	1	1	1	2	2						248692.151	0.027999999999999997	18.502				0.0	0.0	engqvist, fierer, genbank, gold, jemma-refseq, kegg, patric, protraits, rrndb	705, 3815, 6390, 13521, 14492, 16362, 19897, 19908	1055487
GCA_900086585.1	Emergencia timonensis	Emergencia	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria																					37.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	1776384
GCA_000379825.1	Longispora albida	Longispora	Micromonosporaceae	Micromonosporales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic	nitrate_reduction		yes	no	mesophilic		bacillus	soil						6821221.0	70.3		27.0	7.5	28.0			3	2.0	1	0	3	2	1	0	2	1.0	100.0	100.0	100.0		100.0	100.0	100.0		100.0	100.0	0	0	0.0	0.0	0	2	1	0	3	1	1	0	0						28.284000000000002			0.0					engqvist, faprotax, gold, microbe-directory, patric	705, 767, 13521, 19891, 19897	203523
GCA_002863525.1	Ralstonia mannitolilytica	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	aerobic							bacillus	host_animal_endotherm_intratissue						4964590.125	64.737	4531.0			30.0	2.0	50.667	3	1.0	0	0	0	0	0	0	2	1.0	100.0	100.0							100.0	50.0	0	0	0.0	0.0	0	8	4	4	0	0	2	2	3						158030.732	1.889	82.31200000000001			2.8280000000000003	0.0	0.5770000000000001	engqvist, genbank, gold, jemma-refseq, kegg, pasteur, patric, rrndb	705, 7580, 8393, 13521, 14814, 18680, 19897	105219
GCA_002968275.1	Mycobacterium austroafricanum	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic	aerobic_chemo_heterotrophy, nitrate_reduction							soil	0.5		2.0	6.0		6681543.0					35.0			1	1.0	3	0	0	0	0	0	0	2.0	100.0	100.0	100.0							100.0	1	0	1.0	1.0	0	1	0	0	0	0	1	0	0	0.0		0.0	0.0										engqvist, faprotax, gold, pasteur, bergeys	705, 1627, 13521	39687
GCA_002553585.1	Mycobacterium duvalii	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	microaerophilic																			37.0			1	1.0	0	0	0	0	0	0	0	0.0	100.0	50.0									0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														bacdive-microa, engqvist, gold, pasteur	151, 705, 13521	39688
GCA_010726765.1	Mycobacterium gallinarum	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria																					37.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	39689
GCA_004138295.1	Bacillus funiculus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	aerobic	nitrate_reduction							sludge	0.8	2.0	4.0	6.0							30.0			1	2.0	1	0	0	0	0	0	0	1.0	100.0	100.0	100.0							100.0	1	1	1.0	1.0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0										engqvist, faprotax, gold, pasteur, bergeys	705, 755, 13521	137993
GCA_003347205.1	Mycobacterium moriokaense	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic								soil_forest	0.5		2.0	6.0		6421161.0					37.0			1	1.0	0	0	0	0	0	0	0	1.0	100.0	100.0								33.3	1	0	1.0	1.0	0	1	0	0	0	0	1	0	0	0.0		0.0	0.0										engqvist, gold, pasteur, bergeys	705, 13521	39691
GCA_010725485.1	Mycobacterium parafortuitum	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic								soil	2.0	3.0									37.0			1	1.0	0	0	0	0	0	0	0	2.0	100.0	100.0								100.0	1	1	0.0	0.0	0	0	0	0	0	0	1	0	0	0.0	0.0												engqvist, gold, pasteur, bergeys	705, 13521	39692
GCA_001591485.1	Bacillus fumarioli	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	aerobic				yes			bacillus							3283565.5	40.43		50.0		47.0			2	2.0	0	0	0	1	0	0	1	0.0	100.0	100.0				100.0			100.0		0	0	0.0	0.0	0	2	1	0	1	0	1	0	0						15047.938999999998								engqvist, gold, pasteur, patric	705, 13521, 19897	105229
GCA_010728325.1	Mycobacterium poriferae	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic								host_animal_ectotherm	0.7	2.5	1.1	4.9							35.0			1	1.0	0	0	0	0	0	0	0	1.0	100.0	100.0								100.0	1	1	1.0	1.0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0										engqvist, gold, pasteur, bergeys	705, 13521	39694
GCA_007786435.1	Mycobacterium porcinum	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic								host_animal_endotherm_blood						6930600.0					37.0			1	1.0	0	0	0	0	0	0	0	1.0	100.0	100.0								50.0	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold, pasteur	705, 13521	39693
GCA_010725885.1	Mycobacterium tokaiense	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic								soil											37.0			1	1.0	0	0	0	0	0	0	0	2.0	100.0	100.0								100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold, pasteur	705, 13521	39695
GCA_007990405.1	Leptotrichia wadei	Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	negative	anaerobic			no	no	mesophilic		bacillus	host_animal_endotherm_oral	0.375	0.6	4.375	10.0		2369937.5	29.603		37.0		37.0			7	3.0	0	0	3	4	1	0	4	3.0	100.0	60.0			100.0	100.0	100.0		100.0	100.0	2	1	2.0	1.0	0	8	5	0	2	0	1	0	0	0.106		2.6519999999999997			56982.888	0.28		0.0					engqvist, fierer, gold, pasteur, patric	705, 3505, 13521, 19897	157687
GCA_008017875.1	Rheinheimera tangshanensis	Rheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic		acetate, alpha-cyclodextrin, arabinose, aspartate, cellobiose, dextrin, galactose, glucose, glutamate, glycogen, lactose, leucine, maltose, melibiose, N-acetylgulcosamine, proline, raffinose, serine, succinate, sucrose, threonine, trehalose	no	flagella			bacillus	host_plant_root-associated	0.4	1.0	1.3	2.5					30.0	7.0	28.0			1	1.0	0	1	1	1	0	0	1	1.0	100.0	100.0		100.0	100.0	100.0			100.0	50.0	1	1	1.0	1.0	0	0	0	0	1	1	1	0	0														engqvist, fierer, gold	705, 4710, 13521	400153
GCA_001619955.1	Sphingomonas hankookensis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	negative			5-ketogluconate, adipate, arabinose, citrate, fructose, fucose, galactose, gluconic acid, lactose, malate, maltose, mannose, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, raffinose, rhamnose, salicin, sucrose, Tween 20, Tween 40, Tween 60, xylose		no			bacillus	wastewater	0.45		1.85						30.0	7.5	28.0			1	0.0	0	1	0	1	0	0	1	1.0	100.0			100.0		100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	1	1	1	0	0														engqvist, fierer, gold	705, 5080, 13521	563996
GCA_007991695.1	Cyclobacterium qasimii	Cyclobacterium	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	negative	aerobic		alanine, arabinose, arginine, aspartate, cellobiose, fructose, galactose, glucosamine, glucose, glutamate, histidine, lactose, maltose, mannitol, mannose, melibiose, raffinose, rhamnose, ribose, sucrose, trehalose, xylose		no			vibrio	sediment_marine	0.2					6291928.0	38.7		22.0	8.0				2	1.0	0	1	0	2	0	0	1	1.0	100.0	100.0		100.0		100.0			100.0	100.0	1	0	0.0	0.0	0	2	1	0	3	2	0	0	0						0.0			6.928	0.0				fierer, gold, microbe-directory, patric	2628, 13521, 19891, 19897	1350429
GCA_000488215.1	Acinetobacter nectaris	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic		asparagine, aspartate, fructose, glutamate, malate, mannose, proline, succinate, sucrose	no	no			coccobacillus	host_plant	1.5		1.5			2668173.0			27.5		28.0			1	1.0	0	1	2	1	0	0	1	1.0	100.0	50.0		100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	0	1	0	0														engqvist, fierer, gold, microbe-directory, pasteur	705, 1764, 13521, 19891	1219382
GCA_900096955.1	Acinetobacter boissieri	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria		obligate aerobic		asparagine, aspartate, fructose, gluconic acid, glutamate, malate, mannose, proline, succinate, sucrose	no	no			coccobacillus	host_plant	1.5		1.5			2690205.0			28.0		30.0			0	1.0	0	1	1	1	0	0	1	1.0		50.0		100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	0	1	0	0														engqvist, fierer, gold, pasteur	705, 1764, 13521	1219383
GCA_001579945.1	Steroidobacter denitrificans	Steroidobacter	Sinobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic	denitrification, nitrate_reduction, nitrite_reduction, nitrous_oxide_reduction	acetate, glutamate	no	yes			bacillus	sludge	0.3	0.5				3467247.333	61.7	2995.5	29.0	7.0	28.0	1.0	47.0	1	1.0	12	1	1	1	0	0	1	1.0	100.0	100.0	100.0	100.0	100.0	100.0			100.0	50.0	1	1	0.0	0.0	0	3	1	2	1	1	1	1	1						2.309		28.991						engqvist, faprotax, fierer, genbank, gold, kegg, rrndb	705, 967, 5160, 7795, 13521, 19124	465721
GCA_000374345.1	Bacillus acidiproducens	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	facultative		arabinose, fructose, galactose, gluconic acid, glucose, glycerol, mannitol, mannose, N-acetylgulcosamine, rhamnose, ribose, sucrose, xylose	yes	yes	thermotolerant		bacillus	soil	0.9	1.2	4.125	4.5		3316628.5	44.3		37.0	6.875	30.0			3	3.0	0	1	2	2	1	0	3	2.0	100.0	100.0		100.0	100.0	66.7	100.0		100.0	100.0	2	1	2.0	1.0	0	2	1	0	4	2	1	0	0	0.141		0.177			4793.477			0.0	0.177				engqvist, fierer, gold, microbe-directory, patric	705, 2140, 13521, 19891, 19897	1121084
GCA_004786015.1	Hydrogenovibrio crunogenus	Hydrogenovibrio	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	microaerophilic	thiosulfate_oxidation, sulfur_oxidation, sulfide_oxidation		no	yes	mesophilic		spiral	host_animal					0.87	2427733.333	43.11	2225.667	30.0		24.5	3.0	43.0	6	2.0	4	0	3	2	2	0	3	1.0	100.0	66.7	100.0		100.0	66.7	100.0		100.0	50.0	0	0	0.0	0.0	1	6	3	3	4	0	2	2	2						1.633	0.017	25.929000000000002	0.0		0.7070000000000001	0.0	0.0	amend-shock, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva	44, 705, 5924, 13521, 15170, 15525, 19891, 19897, 19908, 20219	39765
GCA_000012965.1	Sulfurimonas denitrificans	Sulfurimonas	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	negative	anaerobic	nitrite_reduction, nitrate_reduction, nitrous_oxide_reduction, sulfide_oxidation_dark, denitrification, thiosulfate_oxidation_dark, sulfur_oxidation		no	no	mesophilic		spiral	sediment_marine						2201560.833	34.486999999999995	2116.333	23.666999999999998		25.0	4.0	44.0	5	3.0	31	0	4	3	2	0	3	1.0	100.0	100.0	100.0		100.0	100.0	100.0		100.0	100.0	0	0	0.0	0.0	0	6	3	3	3	0	2	2	2						0.408	0.023	18.771	2.021		1.4140000000000001	0.0	0.0	engqvist, faprotax, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb	705, 760, 1014, 5925, 13521, 15061, 15527, 19891, 19897, 19908	39766
GCA_004300845.1	Candidatus Hamiltonella defensa	Candidatus Hamiltonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	negative				no		mesophilic		bacillus	host_animal_ectotherm						1969482.5	42.016999999999996	1810.5				3.0	43.0	5	0.0	0	0	1	0	2	0	3	2.0	100.0				100.0		100.0		100.0	100.0	0	0	0.0	0.0	0	6	3	2	0	0	0	1	1						222656.08399999997	2.802	487.19699999999995						genbank, gold, kegg, microbe-directory, patric, protraits, rrndb	6237, 13521, 16140, 19891, 19897, 19908	138072
GCA_013373955.1	Candidatus Regiella insecticola	Candidatus Regiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	negative									host_animal_ectotherm						2040236.0								3	0.0	0	0	0	0	0	0	0	2.0	100.0									100.0	0	0	0.0	0.0	0	2	0	0	0	0	0	0	0						38415.697								gold, microbe-directory	13521, 19891	138073
GCA_000745375.1	Methylobacter whittenburyi	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria	negative										1.2	1.5	1.5	3.0		5440158.0								3	0.0	0	0	0	0	0	0	0	0.0	100.0										1	1	1.0	1.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0										gold, bergeys	13521	39770
GCA_900155695.1	Serratia symbiotica	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	aerobic			no					host_animal_ectotherm						1851934.571	25.05	612.0	25.0	7.0	29.0		34.5	5	1.0	0	0	2	0	0	0	0	3.0	100.0	100.0			100.0					100.0	0	0	0.0	0.0	0	7	2	3	1	1	1	0	2						1063737.409	5.869	103.92299999999999					2.121	engqvist, genbank, gold, kegg, microbe-directory, pasteur, protraits	705, 9698, 10046, 13521, 16765, 19891, 19908	138074
GCA_000733855.1	Methylomicrobium agile	Methylomicrobium	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	methane_oxidation		yes	yes			bacillus	bioreactor/digester	0.5	1.0	1.5	2.5		4526071.0					30.0			1	1.0	1	0	1	1	0	0	1	1.0	100.0	100.0	100.0		100.0	100.0			100.0	100.0	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0										engqvist, gold, bergeys	705, 13521	39774
GCA_900112365.1	Spirosoma endophyticum	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria		obligate aerobic		cellobiose, dextrin, fructose, glucose, histidine, lactose, maltose, mannitol, mannose, melibiose, N-acetylgulcosamine, raffinose, sucrose, trehalose	no				bacillus	host_plant	1.2		9.75			8512335.0			28.0	7.0	28.0			0	1.0	0	1	1	0	0	0	1	1.0		100.0		100.0	100.0				100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	1	1	0	0														engqvist, fierer, gold	705, 5121, 13521	662367
GCA_002067135.1	Spirosoma rigui	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	negative	facultative		glucose	no	gliding			bacillus	water_fresh	0.9		6.15			5828400.0	54.4	4647.0	30.0	7.0		3.0	43.0	1	1.0	0	1	1	1	0	0	1	1.0	100.0	100.0		100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	1	1	1	1	1	0	1	1														fierer, genbank, gold, rrndb	5123, 8018, 13521	564064
GCA_000214275.3	Methylomicrobium album	Methylomicrobium	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic	methane_oxidation, methylotrophy, hydrocarbon_degradation		no	yes			coccus	water_fresh						4493444.0			30.0	6.8	30.0			2	1.0	6	0	1	1	0	0	1	1.0	100.0	100.0	100.0		100.0	100.0			100.0	100.0	0	0	0.0	0.0	0	1	0	0	1	1	1	0	0														engqvist, faprotax, gold, microbe-directory, protraits	705, 722, 13521, 19891, 19908	39775
GCA_003605975.1	Veillonella atypica	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	negative	anaerobic			no	no	mesophilic		coccus	host_animal_endotherm						2073429.4	38.999	1790.0	37.0		37.0	4.0	45.0	6	9.0	0	0	8	9	4	0	9		100.0	100.0			100.0	100.0	100.0		100.0		0	0	0.0	0.0	0	10	6	2	6	0	1	1	1						46623.619000000006	0.055	0.0	0.0					engqvist, genbank, gold, kegg, microbe-directory, pasteur, patric, protraits, rrndb	705, 10531, 13521, 19526, 19891, 19897, 19908	39777
GCA_900637515.1	Veillonella dispar	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	negative	anaerobic			no		mesophilic		coccus	host_animal_endotherm						2179486.5	38.86		37.0		37.0			4	4.0	0	0	1	0	2	0	3		100.0	100.0			100.0		100.0		100.0		0	0	0.0	0.0	0	4	2	0	1	0	1	0	0						171741.078	0.057							engqvist, gold, microbe-directory, pasteur, patric	705, 13521, 19891, 19897	39778
GCA_005402885.1	Sphaerospermopsis reniformis	Sphaerospermopsis	Aphanizomenonaceae	Nostocales		Cyanobacteria	Bacteria																					20.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	531300
GCA_007625165.1	Halopeptonella vilamensis	Halopeptonella	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria																					28.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	531306
GCA_902860155.1	Achromobacter piechaudii	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	nitrate_reduction, nitrification		no	no	mesophilic	moderate-halophilic	bacillus	host_animal_endotherm_nasopharyngeal	0.5	1.0	1.0	1.5		6445620.667	64.863		29.666999999999998		31.5			7	7.0	2	0	3	4	3	1	6	2.0	100.0	100.0	100.0		100.0	80.0	100.0	100.0	100.0	66.7	1	1	1.0	1.0	0	6	3	0	3	0	2	0	0	0.0	0.0	0.0	0.0		358079.32200000004	0.21		0.5770000000000001		0.7070000000000001			engqvist, faprotax, gold, pasteur, patric, protraits, bergeys	705, 753, 13521, 19897, 19908	72556
GCA_000970265.1	Methanosarcina lacustris	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea		anaerobic	methanogenesis	dimethylamine, methanol, methylamine, trimethylamine, H2_CO2		no			coccus		1.5	3.5	1.5	3.5	49.475	4139808.5	41.8	3248.0	25.0	7.0	24.1	3.0	55.0	0	2.0	1	1	0	1	0	0	1	0.0		100.0	100.0	100.0		100.0			100.0		1	1	1.0	1.0	2	4	1	3	1	1	2	2	2					0.035	1.0		22.715999999999998			1.556	0.0	0.0	corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb	470, 705, 7597, 13521, 14459, 18720, 19862	170861
