Assembly ID	superkingdom	phylum	class	order	family	genus	species
GCA_002770555.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus canis
GCA_902859595.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter kerstersii
GCA_900096565.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Williamwhitmania	Williamwhitmania taraxaci
GCA_002079585.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius
GCA_900111775.1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas acetexigens
GCA_000393935.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus villorum
GCA_000257205.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio ordalii
GCA_000429325.1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio putealis
GCA_001623565.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus marmotae
GCA_006974205.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens
GCA_900455475.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alcaligenes
GCA_004324755.1	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Brevilactibacter	Brevilactibacter sinopodophylli
GCA_001598035.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus halotolerans
GCA_001831475.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium crassostreae
GCA_008711325.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Roseibium	Roseibium sediminis
GCA_009600265.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas helleri
GCA_900215725.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptoniphilaceae	Ezakiella	Ezakiella peruensis
GCA_003574085.1	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus luteus
GCA_013296345.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetobutylicum
GCA_000511115.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	Paenibacillus larvae
GCA_001989655.2	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Listonella	Listonella anguillarum
GCA_902860005.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter mucicolens
GCA_013030165.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria arenilitoris
GCA_008632285.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas veronii
GCA_003795105.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus subsp. flandriensis
GCA_009755805.1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas prati
GCA_000803045.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei subsp. oharae
GCA_900106925.1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa	Thiocapsa roseopersicina
GCA_000257765.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus subsp. whileyi
GCA_001692755.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio thermocellus
GCA_000092845.1	Bacteria	Spirochaetes	Spirochaetes	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira murdochii
GCA_000988235.1	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium xerosis
GCA_002554315.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans
GCA_900102525.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea robiniae
GCA_002749945.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium combesii
GCA_009295515.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia endophytica
GCA_900115655.1	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Ruminobacter	Ruminobacter amylophilus
GCA_900102485.1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio legallii
GCA_001508055.1	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Petrotoga mobilis
GCA_002022005.1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter pinnipediorum subsp. caledonicus
GCA_005281475.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola rosea
GCA_000018945.1	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga neapolitana
GCA_002270055.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Anaeromicrobium	Anaeromicrobium sediminis
GCA_001981905.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus curvatus
GCA_002860405.1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium imperatoris
GCA_013285155.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella undariae
GCA_000188255.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus ureae
GCA_001404335.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Faecalicatena	Faecalicatena contorta
GCA_002243045.1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus psychrotolerans
GCA_001517865.1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Caviibacter	Caviibacter abscessus
GCA_001983105.1	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia asymbiotica
GCA_001442615.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus resistens
GCA_902386665.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Merdimonas	Merdimonas faecis
GCA_000606605.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Staphylococcaceae	Staphylococcus	Staphylococcus argenteus
GCA_001968985.1	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium indicum
GCA_001039305.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea dispersa
GCA_001311845.1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina	Desulfosarcina cetonica
GCA_000016385.1	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum arsenaticum
GCA_902833525.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia bryophila
GCA_007641255.1	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa termitida
GCA_000724245.2	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium novyi
GCA_009911755.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas knackmussii
GCA_900149295.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio spartinae
GCA_009827495.1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter aerius
GCA_002286915.1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium italicum
GCA_000218625.1	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Flexistipes	Flexistipes sinusarabici
GCA_004337355.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Bacillaceae	Cytobacillus	Cytobacillus praedii
GCA_001055595.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae
GCA_004001245.1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioprofundaceae	Sulfurivermis	Sulfurivermis fontis
GCA_002763455.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Bacillaceae	Lentibacillus	Lentibacillus sediminis
GCA_007625075.1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio indonesiensis
GCA_004000745.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	Paenibacillus barengoltzii
GCA_003368325.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caffeinilytica
GCA_001152185.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia rohdei
GCA_000614935.1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella algae
GCA_007671655.1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter piscensis
GCA_001675045.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	Paenibacillus oryzae
GCA_001405595.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
GCA_005845055.1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella bouchesdurhonensis
GCA_001886815.1	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Calditrichaceae	Caldithrix	Caldithrix abyssi
GCA_901212485.1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum
GCA_001029285.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus acididurans
GCA_005864315.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	Marinilactibacillus psychrotolerans
GCA_900445325.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Bacillaceae	Bacillus	Bacillus circulans
GCA_900055185.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	Grimontia celer
GCA_001401335.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
GCA_000756005.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia multivorans
GCA_001558815.2	Bacteria	Firmicutes	Bacilli	Caryophanales	Staphylococcaceae	Staphylococcus	Staphylococcus lugdunensis
GCA_013267355.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter pestifer
GCA_900461565.1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella feeleii
GCA_001062245.1	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes
GCA_000967545.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio galatheae
GCA_001677435.1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Woeseiaceae	Woeseia	Woeseia oceani
GCA_001913895.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
GCA_900115045.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Izhakiella	Izhakiella capsodis
GCA_000423285.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Laribacter	Laribacter hongkongensis
GCA_003185915.1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter psychrochitiniphilus
GCA_900187285.1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rodentium
GCA_001263395.1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium actinocoloniiforme
GCA_900110435.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Rhodopseudomonas	Rhodopseudomonas pseudopalustris
GCA_004168145.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii
GCA_009882935.1	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiella	Sneathiella chungangensis
GCA_003094915.1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis subsp. lactis
GCA_010093165.1	Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	Pseudoxanthomonas broegbernensis
GCA_900184895.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Flavimaricola	Flavimaricola marinus
GCA_008123515.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium cytisi
GCA_002087085.1	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Marispirochaeta	Marispirochaeta aestuarii
GCA_003576345.1	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Henriciella barbarensis
GCA_001939045.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Allorhizobium	Allorhizobium oryziradicis
GCA_001989575.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Staphylococcaceae	Auricoccus	Auricoccus indicus
GCA_007997385.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Seonamhaeicola	Seonamhaeicola algicola
GCA_003614185.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	Paenibacillus aceti
GCA_001431415.1	Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	Stenotrophomonas humi
GCA_001816145.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter lapidarius
GCA_001515305.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Aquitalea	Aquitalea pelogenes
GCA_001039495.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Bacillaceae	Bacillus	Bacillus coagulans
GCA_900112895.1	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	Succiniclasticum ruminis
GCA_002433745.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella blandensis
GCA_003994885.1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter fetus
GCA_001936475.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus marinus
GCA_004123905.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium betae
GCA_002850035.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus hordei
GCA_900188175.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter ummariensis
GCA_003426055.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Bacillaceae	Paraliobacillus	Paraliobacillus sediminis
GCA_003260975.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola strongylocentroti
GCA_003952265.1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Flaviflexus	Flaviflexus salsibiostraticola
GCA_003129925.1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catulorum
GCA_002933295.1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter flavimaris
GCA_001518015.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tritonibacter	Tritonibacter horizontis
GCA_002214185.1	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces capitiformicae
GCA_002749895.1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio fujianensis
GCA_003350405.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter liquefaciens
GCA_900455785.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella planticola
GCA_000833745.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae
GCA_001558875.2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus gallinarum
GCA_003950325.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus humatus
GCA_001940525.2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava nitratireducens
GCA_002194565.1	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium delaneyi
GCA_000956505.1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium azadirachtae
GCA_900142125.1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Malonomonas	Malonomonas rubra
GCA_000144605.1	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas subvibrioides
GCA_000154305.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae
GCA_003605405.2	Bacteria	Firmicutes	Bacilli	Caryophanales	Bacillaceae	Bacillus	Bacillus terrae
GCA_900217235.1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Pseudodesulfovibrio profundus
GCA_001664265.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium esperanzae
GCA_001730225.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Caryophanales, not assigned to family	Desulfuribacillus	Desulfuribacillus alkaliarsenatis
GCA_011927845.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas paravirosa
GCA_000296465.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis
GCA_002502785.1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix	Methanosaeta harundinacea
GCA_003815975.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium bernardetii
GCA_007786355.1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas neustonica
GCA_900107605.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax soli
GCA_001642775.1	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria, not assigned to order	Gammaproteobacteria, not assigned to family	Pseudohongiella	Pseudohongiella nitratireducens
GCA_001696685.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Staphylococcaceae	Nosocomiicoccus	Nosocomiicoccus ampullae
GCA_000425625.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas azotifigens
GCA_000504975.1	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium subsp. silvaticum
GCA_006494755.1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella marisflavi
GCA_002735305.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Agathobacter	Agathobacter ruminis
GCA_001184265.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc mesenteroides subsp. cremoris
GCA_010820565.1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiorhodococcus	Thiorhodococcus minor
GCA_902387535.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus caccae
GCA_002573625.1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum subsp. polymorphum
GCA_002269385.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter cobaltidurans
GCA_001575205.1	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella pseudospumae
GCA_011019475.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sporogenes
GCA_000747195.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus
GCA_900114595.1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobium norvegicum
GCA_000768775.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae
GCA_009805885.1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	Spiribacter roseus
GCA_900167365.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Consotaella	Consotaella salsifontis
GCA_009765695.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Defluviitaleaceae	Defluviitalea	Defluviitalea raffinosedens
GCA_003208655.1	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter nutrimenti
GCA_008710145.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Bacillaceae	Bacillus	Bacillus endozanthoxylicus
GCA_003610395.1	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Dietziaceae	Dietzia	Dietzia kunjamensis
GCA_002899895.2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium oncorhynchi
GCA_000831645.3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus heilongjiangensis
GCA_004345805.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
GCA_000785185.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum
GCA_900454285.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Oligella	Oligella ureolytica
GCA_000233775.1	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	Thermovirga lienii
GCA_004340975.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Frisingicoccus	Frisingicoccus caecimuris
GCA_002885955.2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter pulmonis
GCA_001414295.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
GCA_001012825.2	Bacteria	Firmicutes	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	Paenibacillus etheri
GCA_001956915.1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangium	Intrasporangium flavum
GCA_004358165.1	Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	Luteimonas terrae
GCA_009720865.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia ginsengisoli
GCA_009663465.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella anatipestifer
GCA_000212395.1	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium narugense
GCA_001006325.2	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia	Afipia massiliensis
GCA_900637705.1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium
GCA_902829395.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria
GCA_003469115.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae
GCA_004217115.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Ancylomarina	Ancylomarina subtilis
GCA_002219245.1	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare subsp. chimaera
GCA_006704205.1	Bacteria	Firmicutes	Bacilli	Caryophanales	Bacillaceae	Bacillus	Bacillus ciccensis
