assembly ID	Length	GC-content	Present Markers	Completeness	Redundancy	Weighted completeness	Weighted redundancy	Contigs	N50	L50	N90	L90	CDs	GC
GCA_003352785.1	-	-	105	1.0	1.0095	1.0	1.0199	-	-	-	-	-	2817	53.25450951610659
GCA_900637815.1	-	-	104	0.9905	1.0096	0.9824	1.0167	-	-	-	-	-	2143	46.619005762608666
GCA_009876695.1	-	-	98	0.9333	1.0306	0.9779	1.0369	-	-	-	-	-	4412	49.851051511197056
GCA_900187295.1	-	-	104	0.9905	1.0096	0.9824	1.0167	-	-	-	-	-	2838	56.92946562371018
GCA_900105335.1	-	-	104	0.9905	1.0192	0.9775	1.0171	-	-	-	-	-	3424	70.0202093678119
GCA_011462075.1	-	-	104	0.9905	1.0192	0.9775	1.0017	-	-	-	-	-	2885	66.74547068232725
GCA_002761235.1	-	-	103	0.981	1.0	0.966	1.0	-	-	-	-	-	1811	60.62468066030583
GCA_001044155.1	-	-	102	0.9714	1.049	0.9463	1.0481	-	-	-	-	-	2770	59.65666024649891
GCA_002891535.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3919	60.980537635156544
GCA_005938195.1	-	-	105	1.0	1.019	1.0	1.0409	-	-	-	-	-	3376	55.27005908061783
GCA_003052365.1	-	-	97	0.9238	1.0103	0.9136	1.0183	-	-	-	-	-	1398	43.51386204581955
GCA_000023005.1	-	-	99	0.9429	1.0101	0.8966	1.0019	-	-	-	-	-	1454	32.928298225085626
GCA_003663835.1	-	-	103	0.981	1.0	0.9747	1.0	-	-	-	-	-	3294	43.26697887799904
GCA_009428965.1	-	-	104	0.9905	1.0192	0.9907	1.0122	-	-	-	-	-	1657	53.2865321375274
GCA_002357075.1	-	-	99	0.9429	1.0101	0.8966	1.0019	-	-	-	-	-	1438	32.14083137509116
GCA_000255355.1	-	-	98	0.9333	1.0204	0.8759999999999999	1.0249	-	-	-	-	-	1663	32.42006453258834
GCA_000400485.1	-	-	103	0.981	1.0194	0.9590000000000001	1.0271	-	-	-	-	-	2773	71.79916649411905
GCA_000283855.1	-	-	99	0.9429	1.0101	0.8966	1.0019	-	-	-	-	-	1461	32.3725561853545
GCA_000178855.1	-	-	104	0.9905	1.0865	0.9998	1.0536	-	-	-	-	-	12847	54.1832451061173
GCA_900168325.1	-	-	105	1.0	1.0381	1.0	1.0512	-	-	-	-	-	4484	61.62214892196833
GCA_005549115.1	-	-	99	0.9429	1.0202	0.8966	1.0264	-	-	-	-	-	1498	32.448758558785784
GCA_002149965.1	-	-	105	1.0	1.019	1.0	1.023	-	-	-	-	-	5164	62.51565188609167
GCA_002374275.1	-	-	105	1.0	1.019	1.0	1.0139	-	-	-	-	-	3398	63.13032489618832
GCA_000246715.2	-	-	99	0.9429	1.0202	0.8966	1.0264	-	-	-	-	-	1425	32.5050431905847
GCA_000237845.1	-	-	99	0.9429	1.0101	0.8966	1.0019	-	-	-	-	-	1461	32.50126069631218
GCA_000695095.2	-	-	102	0.9714	1.049	0.9697	1.0553	-	-	-	-	-	3957	64.36863200066489
GCA_003633755.1	-	-	103	0.981	1.0388	0.9774	1.0290000000000001	-	-	-	-	-	6618	72.2602868088423
GCA_900099785.1	-	-	104	0.9905	1.0385	0.9884	1.0411	-	-	-	-	-	5259	61.63360288199257
GCA_900451175.1	-	-	88	0.8381	1.0114	0.9746	1.0104	-	-	-	-	-	2276	58.597818139614596
GCA_003353085.1	-	-	105	1.0	1.0667	1.0	1.056	-	-	-	-	-	4548	44.07701823144248
GCA_000153205.1	-	-	104	0.9905	1.0096	0.9918	1.0102	-	-	-	-	-	3474	52.58157739110205
GCA_900115125.1	-	-	104	0.9905	1.0096	0.9918	1.0117	-	-	-	-	-	2943	53.99658041620241
GCA_000341545.2	-	-	103	0.981	1.0194	0.9632	1.0351	-	-	-	-	-	2924	56.0849722351843
GCA_004345735.1	-	-	104	0.9905	1.0385	0.9814	1.0752	-	-	-	-	-	3214	63.639066512293056
GCA_001283045.1	-	-	95	0.9048	1.0211	0.8449	1.0652	-	-	-	-	-	1557	47.299911736819475
GCA_011761945.1	-	-	104	0.9905	1.0288	0.9849	1.0301	-	-	-	-	-	4440	65.73813827829598
GCA_900215655.1	-	-	98	0.9333	1.0	0.9083	1.0	-	-	-	-	-	1691	41.73717063885779
GCA_001698625.1	-	-	100	0.9524	1.0	0.9565	1.0	-	-	-	-	-	1614	34.61959585194785
GCA_014195675.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3186	61.385220925751184
GCA_004342445.1	-	-	104	0.9905	1.0192	0.9814	1.0357	-	-	-	-	-	3633	66.51425922094774
GCA_009299305.1	-	-	100	0.9524	1.01	0.9178	1.0132	-	-	-	-	-	4127	75.27337577909155
GCA_009627195.1	-	-	105	1.0	1.0095	1.0	1.0008	-	-	-	-	-	3683	62.68994132012937
GCA_900215415.1	-	-	104	0.9905	1.0385	0.9799	1.0383	-	-	-	-	-	6579	67.72428195171909
GCA_001043175.1	-	-	105	1.0	1.0286	1.0	1.0352	-	-	-	-	-	3649	53.84486108502557
GCA_000374325.1	-	-	105	1.0	1.0095	1.0	1.022	-	-	-	-	-	1391	38.80686387799235
GCA_003315405.1	-	-	103	0.981	1.0	0.9714	1.0	-	-	-	-	-	3331	67.40324523085798
GCA_902374275.1	-	-	103	0.981	1.0	0.9881	1.0	-	-	-	-	-	3779	59.71463851411194
GCA_011329395.1	-	-	104	0.9905	1.0288	0.9784	1.0202	-	-	-	-	-	3316	59.264016218126535
GCA_000242615.3	-	-	104	0.9905	1.0192	0.9918	1.0351	-	-	-	-	-	3585	60.53619696277777
GCA_000265385.1	-	-	103	0.981	1.0	0.9745	1.0	-	-	-	-	-	3192	36.191254451211144
GCA_004364975.1	-	-	104	0.9905	1.0192	0.9863	1.0318	-	-	-	-	-	3081	35.80845612534301
GCA_000832185.1	-	-	104	0.9905	1.0192	0.978	1.0505	-	-	-	-	-	3543	37.07364575025845
GCA_000026085.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3400	39.80102330970894
GCA_000964015.1	-	-	105	1.0	1.0095	1.0	1.0255	-	-	-	-	-	2779	41.6019530993401
GCA_001646665.1	-	-	103	0.981	1.0388	0.9916	1.0634	-	-	-	-	-	6716	83.53094447545999
GCA_000179595.2	-	-	105	1.0	1.0381	1.0	1.0794	-	-	-	-	-	4997	34.822322445737434
GCA_010686655.1	-	-	104	0.9905	1.0096	0.9863	1.0154	-	-	-	-	-	4212	39.94772706188159
GCA_000745845.1	-	-	105	1.0	1.0667	1.0	1.0818	-	-	-	-	-	5482	34.84984704602642
GCA_000423225.1	-	-	104	0.9905	1.0192	0.9814	1.0373	-	-	-	-	-	4507	63.0394890966406
GCA_000018325.1	-	-	104	0.9905	1.0288	0.9824	1.032	-	-	-	-	-	2972	36.257306571544376
GCA_003054285.1	-	-	103	0.981	1.0194	0.9497	1.0298	-	-	-	-	-	3849	62.069863131809576
GCA_011761985.1	-	-	104	0.9905	1.0	0.9814	1.0	-	-	-	-	-	2780	59.874437149958375
GCA_000421525.1	-	-	103	0.981	1.0	0.9773	1.0	-	-	-	-	-	2630	66.1026548000489
GCA_000484635.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3471	64.42063435560756
GCA_014196135.1	-	-	105	1.0	1.0095	1.0	1.0222	-	-	-	-	-	3302	65.63758741187422
GCA_001046875.1	-	-	102	0.9714	1.0098	0.9587	1.0018	-	-	-	-	-	3611	67.85633857972182
GCA_009718305.1	-	-	105	1.0	1.0476	1.0	1.0652	-	-	-	-	-	3012	41.463384248286765
GCA_011397115.1	-	-	105	1.0	1.0381	1.0	1.0596	-	-	-	-	-	2674	34.21426227665469
GCA_014195485.1	-	-	103	0.981	1.0291	0.9773	1.0417	-	-	-	-	-	4414	74.7758970381465
GCA_900114085.1	-	-	104	0.9905	1.0	0.9863	1.0	-	-	-	-	-	2669	33.87669910328773
GCA_001592145.1	-	-	103	0.981	1.0194	0.9773	1.0417	-	-	-	-	-	3646	70.15162794595038
GCA_009296145.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3092	42.010072903391865
GCA_002208765.2	-	-	104	0.9905	1.0192	0.9884	1.0322	-	-	-	-	-	2557	40.282232684449994
GCA_000429065.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	2377	69.2983895900574
GCA_003634275.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2104	40.3946869267457
GCA_003614975.1	-	-	105	1.0	1.0286	1.0	1.0371	-	-	-	-	-	4952	51.895799550526874
GCA_004330295.1	-	-	104	0.9905	1.0288	1.0	1.0371	-	-	-	-	-	4748	53.641483672181955
GCA_003602095.1	-	-	104	0.9905	1.0192	0.9793	1.0155	-	-	-	-	-	4929	52.25072135435686
GCA_000378185.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3604	45.62825490331037
GCA_000770675.1	-	-	104	0.9905	1.0192	0.9991	1.0443	-	-	-	-	-	3824	43.459604836121116
GCA_013467605.1	-	-	103	0.981	1.0097	0.9792	1.0155	-	-	-	-	-	5902	66.33516286002772
GCA_000187585.1	-	-	104	0.9905	1.0096	0.9907	1.0153	-	-	-	-	-	1606	46.57361894714055
GCA_000376385.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2724	53.921708579887095
GCA_000519325.1	-	-	104	0.9905	1.0192	0.9998	1.0372	-	-	-	-	-	5048	74.02884599190084
GCA_000960085.1	-	-	104	0.9905	1.0288	0.9907	1.0375	-	-	-	-	-	1758	39.760697241996866
GCA_900116115.1	-	-	103	0.981	1.0097	0.977	1.0190000000000001	-	-	-	-	-	3075	29.600005519734474
GCA_003208175.1	-	-	104	0.9905	1.0	0.9998	1.0	-	-	-	-	-	3644	38.50601700047334
GCA_900101755.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4851	57.35372570232144
GCA_000299035.1	-	-	105	1.0	1.0476	1.0	1.0692	-	-	-	-	-	5515	34.52705778368939
GCA_000482805.1	-	-	104	0.9905	1.0192	0.9907	1.0426	-	-	-	-	-	2660	67.03169804166639
GCA_000430885.1	-	-	105	1.0	1.019	1.0	1.0131	-	-	-	-	-	3430	45.45609858945372
GCA_002384255.1	-	-	103	0.981	1.0291	0.9588	1.044	-	-	-	-	-	2957	66.34516191882376
GCA_009363895.1	-	-	105	1.0	1.019	1.0	1.0432	-	-	-	-	-	2907	67.15318589927205
GCA_000367525.2	-	-	103	0.981	1.0097	0.9773	1.0225	-	-	-	-	-	3022	68.61546525315377
GCA_001522235.1	-	-	105	1.0	1.0095	1.0	1.0008	-	-	-	-	-	6982	65.41846246118203
GCA_003148665.1	-	-	104	0.9905	1.0288	0.9863	1.0451	-	-	-	-	-	4463	38.535290630301006
GCA_000833605.1	-	-	104	0.9905	1.0192	0.9849	1.0367	-	-	-	-	-	2895	44.98445640434945
GCA_006438845.1	-	-	104	0.9905	1.0096	0.9884	1.0212	-	-	-	-	-	4198	65.02663010661409
GCA_000334915.1	-	-	104	0.9905	1.0096	0.9884	1.0279	-	-	-	-	-	4058	66.59581777134746
GCA_000723565.1	-	-	104	0.9905	1.0	0.9884	1.0	-	-	-	-	-	1733	56.68294017380075
GCA_001434455.1	-	-	104	0.9905	1.0192	0.9907	1.0019	-	-	-	-	-	1583	36.54117431018548
GCA_000832305.1	-	-	105	1.0	1.0286	1.0	1.0139	-	-	-	-	-	7577	65.00796746953199
GCA_001485085.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2649	41.07025473905289
GCA_001636695.1	-	-	102	0.9714	1.0588	0.9768	1.1107	-	-	-	-	-	5264	48.77295885824457
GCA_013301035.1	-	-	105	1.0	1.0762	1.0	1.1141	-	-	-	-	-	3277	43.103535837989355
GCA_001675355.1	-	-	105	1.0	1.0095	1.0	1.0008	-	-	-	-	-	2521	57.44332038253785
GCA_001546395.1	-	-	102	0.9714	1.0294	0.9637	1.0553	-	-	-	-	-	1748	32.979441588883795
GCA_004134905.2	-	-	104	0.9905	1.0288	0.9775	1.0662	-	-	-	-	-	3989	66.75878497068805
GCA_000931695.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	4100	41.10071910509999
GCA_003014595.1	-	-	104	0.9905	1.0096	0.9863	1.003	-	-	-	-	-	6828	44.17788337725425
GCA_000423665.1	-	-	103	0.981	1.0388	0.9778	1.0343	-	-	-	-	-	8593	70.15326503672647
GCA_000426545.1	-	-	105	1.0	1.0381	1.0	1.0779	-	-	-	-	-	5574	47.31406109910175
GCA_900119185.1	-	-	104	0.9905	1.0	1.0	1.0	-	-	-	-	-	4221	43.68693267614985
GCA_000430785.1	-	-	104	0.9905	1.0192	1.0	1.0422	-	-	-	-	-	5248	38.41852673572747
GCA_000801295.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2581	65.05711268828247
GCA_000773465.1	-	-	97	0.9238	1.0412	0.9417	1.0388	-	-	-	-	-	4796	35.16514958997582
GCA_001667835.1	-	-	103	0.981	1.0291	0.9779	1.05	-	-	-	-	-	5219	67.343743825724
GCA_900101825.1	-	-	104	0.9905	1.0192	0.9989	1.0152	-	-	-	-	-	3586	66.76904726553694
GCA_900141795.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	1658	57.955596700659534
GCA_003790425.1	-	-	105	1.0	1.0476	1.0	1.0691	-	-	-	-	-	4603	42.92506587932586
GCA_900188355.1	-	-	103	0.981	1.0097	0.977	1.0190000000000001	-	-	-	-	-	3384	30.827612763331963
GCA_900088825.1	-	-	104	0.9905	1.0	0.9918	1.0	-	-	-	-	-	3553	64.92134501731826
GCA_001613465.1	-	-	104	0.9905	1.0481	0.9776	1.0594	-	-	-	-	-	6699	67.75297234210778
GCA_902833635.1	-	-	105	1.0	1.019	1.0	1.0159	-	-	-	-	-	6582	60.961486954726496
GCA_002901265.1	-	-	102	0.9714	1.0392	0.9755	1.0395	-	-	-	-	-	5730	55.002064179657104
GCA_001187505.1	-	-	105	1.0	1.0286	1.0	1.0343	-	-	-	-	-	6737	67.57185861448454
GCA_001519075.1	-	-	105	1.0	1.0095	1.0	1.0008	-	-	-	-	-	3593	62.97442894406709
GCA_902833645.1	-	-	105	1.0	1.0286	1.0	1.0161	-	-	-	-	-	8144	60.802447084955695
GCA_000972145.1	-	-	104	0.9905	1.0288	0.9918	1.0153	-	-	-	-	-	4305	48.87766707097945
GCA_007992055.1	-	-	104	0.9905	1.0385	0.9907	1.0421	-	-	-	-	-	2193	37.91825260123057
GCA_001647795.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	1634	38.14669286182056
GCA_000306965.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3570	38.35723196129566
GCA_000711875.1	-	-	103	0.981	1.0291	0.9802	1.0286	-	-	-	-	-	4453	59.95711242984231
GCA_014199295.1	-	-	105	1.0	1.0381	1.0	1.0139	-	-	-	-	-	4020	65.509770440253
GCA_004342915.1	-	-	104	0.9905	1.0096	0.9814	1.0239	-	-	-	-	-	3589	62.917676202573524
GCA_900129295.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	4199	41.83954931952899
GCA_003610555.1	-	-	102	0.9714	1.0294	0.9768	1.0502	-	-	-	-	-	4189	36.55858856839032
GCA_002335445.1	-	-	102	0.9714	1.0098	0.9576	1.0158	-	-	-	-	-	1695	33.1999227182793
GCA_001431505.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	2894	67.88693573673993
GCA_002897375.1	-	-	105	1.0	1.0286	1.0	1.0422	-	-	-	-	-	4346	68.04365407457186
GCA_900109705.1	-	-	103	0.981	1.0291	0.9628	1.0399	-	-	-	-	-	3729	65.34593250426441
GCA_003263805.1	-	-	102	0.9714	1.1078	0.9821	1.0919	-	-	-	-	-	6195	42.291179021039234
GCA_004153445.1	-	-	104	0.9905	1.0096	0.9803	1.0008	-	-	-	-	-	3914	57.79258051108319
GCA_000243135.3	-	-	105	1.0	1.0381	1.0	1.079	-	-	-	-	-	3403	44.21792112401085
GCA_000430725.1	-	-	104	0.9905	1.0481	0.9884	1.0353	-	-	-	-	-	7946	65.8558785298385
GCA_009711405.1	-	-	99	0.9429	1.0202	0.9178	1.0438	-	-	-	-	-	5995	42.30515402021576
GCA_000590885.1	-	-	102	0.9714	1.0294	0.9497	1.0298	-	-	-	-	-	4239	52.37967241554276
GCA_900103975.1	-	-	103	0.981	1.0291	0.9773	1.028	-	-	-	-	-	4565	72.75157608167832
GCA_902825405.1	-	-	101	0.9619	1.0594	0.9632	1.0975	-	-	-	-	-	6180	74.1205769920295
GCA_004028275.1	-	-	100	0.9524	1.02	0.9778	1.0416	-	-	-	-	-	2386	50.47858810958271
GCA_001475985.1	-	-	104	0.9905	1.0192	1.0	1.0151	-	-	-	-	-	4524	55.4268118705112
GCA_003846135.1	-	-	105	1.0	1.0286	1.0	1.0427	-	-	-	-	-	4090	50.47688777213201
GCA_002952735.2	-	-	104	0.9905	1.0192	1.0	1.0151	-	-	-	-	-	4405	55.67681468650485
GCA_000023545.1	-	-	104	0.9905	1.0192	1.0	1.0272	-	-	-	-	-	3990	55.01507655814252
GCA_000614125.1	-	-	101	0.9619	1.0495	0.9675	1.1111	-	-	-	-	-	4924	44.949227488315366
GCA_000969445.1	-	-	105	1.0	1.019	1.0	1.0001	-	-	-	-	-	3319	60.99901810641802
GCA_900101885.1	-	-	100	0.9524	1.03	0.9386	1.0633	-	-	-	-	-	7339	50.12990706812865
GCA_002205735.1	-	-	74	0.7048	1.1351	0.6636	1.1555	-	-	-	-	-	1215	25.450234881239204
GCA_003987225.1	-	-	104	0.9905	1.0192	0.9918	1.0321	-	-	-	-	-	2419	49.60305848704045
GCA_900116545.1	-	-	104	0.9905	1.0096	0.9807	1.0227	-	-	-	-	-	3606	58.37069689303504
GCA_010093445.1	-	-	104	0.9905	1.0192	0.9884	1.0153	-	-	-	-	-	3673	65.32033489494233
GCA_900105995.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3446	59.60565977723892
GCA_000585625.1	-	-	104	0.9905	1.0096	0.9814	1.0170000000000001	-	-	-	-	-	4632	62.394138490063234
GCA_000940805.1	-	-	105	1.0	1.0381	1.0	1.0397	-	-	-	-	-	5363	48.63278164670283
GCA_013179575.1	-	-	101	0.9619	1.0198	0.9766	1.0352	-	-	-	-	-	3643	40.72191742791331
GCA_005887375.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	4335	40.759242650137644
GCA_000166135.1	-	-	102	0.9714	1.049	0.9557	1.1064	-	-	-	-	-	7157	72.31400144808498
GCA_900142695.1	-	-	103	0.981	1.0	0.9747	1.0	-	-	-	-	-	3252	33.930989896777724
GCA_900111675.1	-	-	103	0.981	1.0388	0.9699	1.0716	-	-	-	-	-	3811	62.62620156313167
GCA_004342885.1	-	-	105	1.0	1.019	1.0	1.0427	-	-	-	-	-	2404	37.660660486325945
GCA_011927725.1	-	-	105	1.0	1.019	1.0	1.0446	-	-	-	-	-	2759	66.97215763404185
GCA_003931535.1	-	-	104	0.9905	1.0	0.9918	1.0	-	-	-	-	-	4615	59.27674590149676
GCA_003246855.1	-	-	103	0.981	1.0388	0.9786	1.0689	-	-	-	-	-	2340	36.47270902086411
GCA_003207795.1	-	-	104	0.9905	1.0192	0.9907	1.0379	-	-	-	-	-	3483	58.78603952122538
GCA_003546645.1	-	-	105	1.0	1.0095	1.0	1.0255	-	-	-	-	-	3505	57.24965702840576
GCA_014201465.1	-	-	104	0.9905	1.0096	1.0	1.0151	-	-	-	-	-	3396	42.47277446833914
GCA_003459805.1	-	-	101	0.9619	1.0099	0.9537	1.0159	-	-	-	-	-	1916	39.23444999574959
GCA_013359865.1	-	-	103	0.981	1.0583	0.9590000000000001	1.0653	-	-	-	-	-	3423	69.12770741651488
GCA_006716345.1	-	-	104	0.9905	1.0096	0.9775	1.0001	-	-	-	-	-	4086	68.4150196058153
GCA_000233715.3	-	-	105	1.0	1.0095	1.0	1.0017	-	-	-	-	-	4588	45.490965042120024
GCA_000956465.1	-	-	103	0.981	1.0	0.9590000000000001	1.0	-	-	-	-	-	4074	69.12633314596336
GCA_014524945.1	-	-	104	0.9905	1.0288	0.9918	1.0418	-	-	-	-	-	5500	65.24236956242831
GCA_001552435.1	-	-	97	0.9238	1.0	0.9073	1.0	-	-	-	-	-	3098	69.55149378737735
GCA_900100955.1	-	-	105	1.0	1.0667	1.0	1.1167	-	-	-	-	-	8003	69.91493599977179
GCA_000429305.1	-	-	104	0.9905	1.0385	0.9884	1.0513	-	-	-	-	-	4973	50.82468602555127
GCA_004025845.1	-	-	104	0.9905	1.0	0.9775	1.0	-	-	-	-	-	3009	69.58862072095809
GCA_001439805.1	-	-	104	0.9905	1.0288	0.9884	1.0286	-	-	-	-	-	4928	59.649146241100226
GCA_004365965.1	-	-	104	0.9905	1.0192	0.9814	1.0427	-	-	-	-	-	4166	65.1741341714773
GCA_009858335.1	-	-	104	0.9905	1.0192	0.9918	1.0008	-	-	-	-	-	2745	53.74875544799076
GCA_001414055.1	-	-	104	0.9905	1.0	0.9814	1.0	-	-	-	-	-	3701	65.58108251982749
GCA_002980195.1	-	-	103	0.981	1.0388	0.9802	1.0432	-	-	-	-	-	5686	59.794678124018745
GCA_003350445.1	-	-	104	0.9905	1.0769	0.9853	1.1293	-	-	-	-	-	8920	68.0770902499502
GCA_002318635.1	-	-	104	0.9905	1.0481	0.9884	1.0771	-	-	-	-	-	5099	59.785213489099284
GCA_004152935.1	-	-	100	0.9524	1.02	0.9559	1.0312	-	-	-	-	-	3554	33.69044162070202
GCA_000612665.1	-	-	105	1.0	1.0381	1.0	1.0701	-	-	-	-	-	4302	41.84814210361142
GCA_000015565.1	-	-	104	0.9905	1.0096	0.9884	1.0133	-	-	-	-	-	4930	61.943256445924135
GCA_010093225.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2690	68.30850585556662
GCA_000798615.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3960	46.96888872165293
GCA_001433995.1	-	-	104	0.9905	1.0096	0.9907	1.0153	-	-	-	-	-	2522	47.18651945027269
GCA_010093205.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3143	65.40581819180929
GCA_003667525.1	-	-	102	0.9714	1.0098	0.9404	1.0129	-	-	-	-	-	2755	67.99750952984682
GCA_001889545.1	-	-	104	0.9905	1.0	0.9745	1.0	-	-	-	-	-	2448	59.17341304483553
GCA_001043975.1	-	-	98	0.9333	1.0306	0.9371	1.0416	-	-	-	-	-	6858	69.75946083842305
GCA_900182655.1	-	-	103	0.981	1.0097	0.9861	1.0154	-	-	-	-	-	4605	36.51066244394888
GCA_002847685.1	-	-	102	0.9714	1.0098	0.9484	1.0128	-	-	-	-	-	2005	62.48013127729029
GCA_001878855.1	-	-	102	0.9714	1.0098	0.9576	1.0	-	-	-	-	-	3351	39.606093153973326
GCA_002968635.1	-	-	105	1.0	1.0095	1.0	1.0255	-	-	-	-	-	5626	59.206033116700794
GCA_002117125.1	-	-	103	0.981	1.0097	0.977	1.015	-	-	-	-	-	3140	38.759710187587345
GCA_007676705.1	-	-	105	1.0	1.0571	1.0	1.123	-	-	-	-	-	6302	47.23360773028907
GCA_001632825.1	-	-	105	1.0	1.019	1.0	1.0151	-	-	-	-	-	4048	43.590779144070524
GCA_001431525.1	-	-	104	0.9905	1.0192	0.9918	1.0153	-	-	-	-	-	2747	65.55006927977192
GCA_900454335.1	-	-	103	0.981	1.068	0.9773	1.0395	-	-	-	-	-	7319	67.40495849920984
GCA_001591025.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3415	65.38443130564575
GCA_005864415.1	-	-	104	0.9905	1.0192	0.9907	1.0134	-	-	-	-	-	2071	38.25195973820232
GCA_900188105.1	-	-	103	0.981	1.0291	0.9997	1.0717	-	-	-	-	-	7978	70.40297206269439
GCA_000311785.1	-	-	105	1.0	1.0286	1.0	1.0324	-	-	-	-	-	5024	50.829774948066415
GCA_002894315.1	-	-	104	0.9905	1.0192	0.9884	1.0141	-	-	-	-	-	3156	63.58365845672572
GCA_007990245.1	-	-	104	0.9905	1.0	0.9775	1.0	-	-	-	-	-	3082	71.1872932717132
GCA_002846365.1	-	-	105	1.0	1.0667	1.0	1.0949	-	-	-	-	-	7473	66.94418618247241
GCA_000160695.1	-	-	105	1.0	1.0095	1.0	1.0121	-	-	-	-	-	2041	53.45681546261805
GCA_003416215.1	-	-	104	0.9905	1.0192	0.9884	1.0411	-	-	-	-	-	5048	57.376051123999986
GCA_900188155.1	-	-	104	0.9905	1.0096	0.9884	1.0153	-	-	-	-	-	4344	55.94038276842367
GCA_900177625.1	-	-	104	0.9905	1.0192	0.9863	1.0349	-	-	-	-	-	3791	41.76831454859537
GCA_000234095.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2194	51.55063504249526
GCA_000234135.1	-	-	105	1.0	1.0095	1.0	1.0121	-	-	-	-	-	1976	51.69138010708306
GCA_000960825.1	-	-	105	1.0	1.0667	1.0	1.1136	-	-	-	-	-	6632	66.96374787982663
GCA_013296975.1	-	-	103	0.981	1.0388	0.9814	1.0638	-	-	-	-	-	5677	31.4785666818115
GCA_003932195.1	-	-	101	0.9619	1.0	0.9359999999999999	1.0	-	-	-	-	-	2124	73.40239178034547
GCA_002797875.1	-	-	102	0.9714	1.0098	0.9578	1.023	-	-	-	-	-	1711	59.67407134324664
GCA_013408525.1	-	-	104	0.9905	1.0481	0.9775	1.0923	-	-	-	-	-	4994	70.11051121470348
GCA_001974985.1	-	-	103	0.981	1.0291	0.9590000000000001	1.0407	-	-	-	-	-	3311	69.89846687136412
GCA_004794085.1	-	-	103	0.981	1.0291	0.9590000000000001	1.0301	-	-	-	-	-	3000	66.71200310811518
GCA_900113935.1	-	-	104	0.9905	1.0	0.9814	1.0	-	-	-	-	-	3492	59.03725634998502
GCA_002860255.1	-	-	105	1.0	1.0571	1.0	1.043	-	-	-	-	-	5442	39.792236621920075
GCA_003240855.1	-	-	101	0.9619	1.0099	0.9655	1.0008	-	-	-	-	-	3108	65.1461658037076
GCA_007474605.1	-	-	102	0.9714	1.0196	0.9495	1.0503	-	-	-	-	-	5234	59.6743358805369
GCA_003259335.1	-	-	104	0.9905	1.0	0.9907	1.0	-	-	-	-	-	5138	41.535741516336884
GCA_001215305.1	-	-	104	0.9905	1.0385	0.9918	1.0593	-	-	-	-	-	5143	63.375305773556065
GCA_900142095.1	-	-	105	1.0	1.0286	1.0	1.0643	-	-	-	-	-	2573	48.080835316661904
GCA_000720335.1	-	-	104	0.9905	1.0385	0.9775	1.0815	-	-	-	-	-	3938	70.11174306368422
GCA_000332975.1	-	-	104	0.9905	1.0577	0.9998	1.0748	-	-	-	-	-	4628	63.67616801879001
GCA_012396255.1	-	-	105	1.0	1.0476	1.0	1.0748	-	-	-	-	-	4489	63.80207472421103
GCA_000241345.2	-	-	104	0.9905	1.0192	0.9998	1.0526	-	-	-	-	-	4678	66.99976347766612
GCA_010725725.1	-	-	104	0.9905	1.0096	0.9998	1.0167	-	-	-	-	-	5333	67.51696385741626
GCA_000687555.1	-	-	104	0.9905	1.0769	0.9998	1.1155	-	-	-	-	-	4270	43.14803087388104
GCA_002086695.1	-	-	105	1.0	1.0286	1.0	1.0429	-	-	-	-	-	5756	66.03261734936979
GCA_001571775.1	-	-	105	1.0	1.0571	1.0	1.1076	-	-	-	-	-	2928	40.71905662946438
GCA_902374805.1	-	-	103	0.981	1.0777	0.9814	1.0982	-	-	-	-	-	3390	28.71007624336933
GCA_012396225.1	-	-	104	0.9905	1.2115	0.9998	1.2471	-	-	-	-	-	5176	66.40807412830443
