	A	N	dist
GB_GCA_024763575.1	0.6041522849236135	0.3958477150763865	44.523129000000004
GB_GCA_013153825.1	0.073484293871084	0.926515706128916	44.52313300000001
GB_GCA_015488995.1	0.247976668129125	0.752023331870875	44.52312800000001
GB_GCA_015491955.1	0.1037337225919614	0.8962662774080385	44.523129000000004
GB_GCA_015494795.1	0.1407698114756475	0.8592301885243525	44.52313300000001
GB_GCA_015485845.1	0.0541240920156377	0.9458759079843623	44.52312800000001
GB_GCA_012329065.1	0.2318148937385372	0.7681851062614629	44.523134000000006
GB_GCA_015486995.1	0.0686943252276457	0.9313056747723543	44.523131000000014
RS_GCF_000186245.1	0.110884211705551	0.889115788294449	44.52313200000001
GB_GCA_015487065.1	0.1689741286737807	0.8310258713262193	44.52313200000001
GB_GCA_015488535.1	0.1134835063686894	0.8865164936313106	44.523135
GB_GCA_024762845.1	0.0662557168084275	0.9337442831915725	44.52312700000001
GB_GCA_013153345.1	0.4297825535607603	0.5702174464392398	44.52312700000001
GB_GCA_913054475.1	0.0567294993960292	0.9432705006039708	44.523135
GB_GCA_013153675.1	0.2072997634523673	0.7927002365476327	44.52313200000001
GB_GCA_015490055.1	0.1134835063686894	0.8865164936313106	44.52312700000001
RS_GCF_900176045.1	0.0568508457960701	0.9431491542039299	44.52314300000001
GB_GCA_015494595.1	0.0554614263027856	0.9445385736972144	44.52314400000001
GB_GCA_015494535.1	0.0568508457960701	0.9431491542039299	44.52314400000001
GB_GCA_015494505.1	0.1268235629178474	0.8731764370821526	44.52314400000001
RS_GCF_016593235.1	0.0568508457960701	0.9431491542039299	44.52314400000001
GB_GCA_009659895.1	0.1134835063686894	0.8865164936313106	44.523142000000014
RS_GCF_016629565.1	0.0568508457960701	0.9431491542039299	44.523146000000004
RS_GCF_000010325.1	0.0568508457960701	0.9431491542039299	44.523146000000004
GB_GCA_013153095.1	0.1116238523523362	0.8883761476476638	44.52313900000001
GB_GCA_913056105.1	0.0218179499277633	0.9781820500722367	44.52313800000001
GB_GCA_015494715.1	0.0567294993960292	0.9432705006039708	44.523142000000014
GB_GCA_013153715.1	0.0567294993960292	0.9432705006039708	44.52313900000001
GB_GCA_009659925.1	0.0567294993960292	0.9432705006039708	44.52313900000001
RS_GCF_014466985.1	0.0275394532600621	0.9724605467399379	44.52313800000001
RS_GCF_015100395.1	0.0268490545523726	0.9731509454476274	44.523140000000005
GB_GCA_000830255.1	0.6084506114085927	0.3915493885914073	44.523146000000004
GB_GCA_024637195.1	0.550089044967664	0.449910955032336	44.52314800000001
GB_GCA_012963655.1	0.570506893562939	0.42949310643706096	44.52314500000001
GB_GCA_014859655.1	0.3665014592939837	0.6334985407060163	44.52314800000001
GB_GCA_024280035.1	0.0578766486017447	0.9421233513982553	44.523140000000005
GB_GCA_002733885.1	0.3102540909887663	0.6897459090112337	44.52314500000001
GB_GCA_013138865.1	0.1646852173808003	0.8353147826191997	44.52314400000001
GB_GCA_024277445.1	0.6027472415042987	0.3972527584957013	44.523140000000005
GB_GCA_015493495.1	0.1539582907566663	0.8460417092433337	44.523140000000005
GB_GCA_016744905.1	0.3951140447803621	0.604885955219638	44.523140000000005
GB_GCA_015488775.1	0.696335545753753	0.303664454246247	44.523140000000005
GB_GCA_003245815.1	0.2287623644199974	0.7712376355800026	44.523140000000005
GB_GCA_016938595.1	0.3588499709652911	0.641150029034709	44.52313800000001
GB_GCA_023229695.1	0.0808436406132948	0.9191563593867051	44.523142000000014
RS_GCF_004347735.1	0.2361463876428443	0.7638536123571558	44.52313800000001
GB_GCA_016744575.1	0.2878965432792299	0.71210345672077	44.52313900000001
GB_GCA_000747095.1	0.2986697926651499	0.7013302073348501	44.52313800000001
GB_GCA_019163035.1	0.1190263972749244	0.8809736027250756	44.52313750000001
GB_GCA_000310245.1	0.073958396112268	0.926041603887732	44.52313750000001
RS_GCF_000183725.1	0.073958396112268	0.926041603887732	44.52313800000001
GB_GCA_024637215.1	0.0802611004457142	0.9197388995542858	44.523138100000004
GB_GCA_002742695.1	0.1027387568614647	0.8972612431385353	44.523138100000004
GB_GCA_022759005.1	0.4731908580434067	0.5268091419565932	44.52313800000001
GB_GCA_023250475.1	0.073958396112268	0.926041603887732	44.52313800000001
GB_GCA_002633015.1	0.1174188636994515	0.8825811363005485	44.52313800000001
GB_GCA_014764075.1	0.1669084261396804	0.8330915738603196	44.52313800000001
GB_GCA_014764105.1	0.2361463876428443	0.7638536123571558	44.52313800000001
GB_GCA_024637295.1	0.3665014592939837	0.6334985407060163	44.52313900000001
GB_GCA_002282015.1	0.3677861183589901	0.6322138816410099	44.52313900000001
GB_GCA_023379705.1	0.393920650503993	0.6060793494960071	44.52313900000001
GB_GCA_945867285.1	0.2062456545913122	0.7937543454086878	44.52313800000001
GB_GCA_020721585.1	0.5931191823530233	0.4068808176469767	44.52313900000001
GB_GCA_011391735.1	0.1720979133550972	0.8279020866449028	44.52313900000001
GB_GCA_024635855.1	0.1689741286737807	0.8310258713262193	44.52313900000001
GB_GCA_002085085.1	0.1039473781830452	0.8960526218169548	44.523140000000005
GB_GCA_903844635.1	0.0785880726798547	0.9214119273201453	44.52313900000001
GB_GCA_024762585.1	0.212123295969172	0.787876704030828	44.52315000000001
GB_GCA_014764065.1	0.2514926125261553	0.7485073874738447	44.52314500000001
RS_GCF_021044585.1	0.245733614633359	0.754266385366641	44.52314500000001
GB_GCA_024277395.1	0.0511189527353773	0.9488810472646227	44.523146000000004
GB_GCA_003978475.1	0.1378205412990713	0.8621794587009287	44.523146000000004
GB_GCA_021161305.1	0.0558607539178095	0.9441392460821905	44.52314900000001
GB_GCA_022729835.1	0.0598257865010935	0.9401742134989065	44.523146000000004
GB_GCA_015484575.1	0.010379968332571	0.989620031667429	44.523142000000014
GB_GCA_016764205.1	0.9207526289648612	0.07924737103513879	44.52314500000001
GB_GCA_021107375.1	0.2024467101818403	0.7975532898181596	44.52314500000001
GB_GCA_021157665.1	0.0269052534909412	0.9730947465090588	44.52314500000001
GB_GCA_016938735.1	0.1013946261032471	0.8986053738967529	44.523146000000004
GB_GCA_022712775.1	0.2503562190900045	0.7496437809099955	44.52314500000001
GB_GCA_016744115.1	0.792743819639526	0.207256180360474	44.523146000000004
GB_GCA_014381585.1	0.1065643657644684	0.8934356342355316	44.52314500000001
GB_GCA_021157485.1	0.03127734186279	0.96872265813721	44.523141
GB_GCA_013607635.1	0.631179730249908	0.36882026975009197	44.523146000000004
GB_GCA_024513425.1	0.5647395562661165	0.4352604437338835	44.52314500000001
RS_GCF_014905095.1	0.1573885694747006	0.8426114305252994	44.523146000000004
GB_GCA_024762745.1	0.1465871225385634	0.8534128774614366	44.523141
RS_GCF_009192995.1	0.1270746443656911	0.8729253556343088	44.52314500000001
GB_GCA_013607665.1	0.4790220367292881	0.5209779632707119	44.52314500000001
RS_GCF_014905135.1	0.1350885087387285	0.8649114912612715	44.52314500000001
GB_GCA_024762705.1	0.2897697533133179	0.7102302466866821	44.52314520000001
RS_GCF_000147355.1	0.1270746443656911	0.8729253556343088	44.52314490000001
GB_GCA_015662405.1	0.2665194656853093	0.7334805343146906	44.52314500000001
RS_GCF_009068765.1	0.1091803777886093	0.8908196222113907	44.52314520000001
RS_GCF_014905115.1	0.1091803777886093	0.8908196222113907	44.52314520000001
GB_GCA_016938175.1	0.2863556671494953	0.7136443328505047	44.52314800000001
GB_GCA_015487265.1	0.6596427109077201	0.3403572890922799	44.52314300000001
GB_GCA_015488615.1	0.2995033781349188	0.7004966218650812	44.52314500000001
GB_GCA_018698455.1	0.7500916019872979	0.24990839801270215	44.523146000000004
GB_GCA_021766785.1	0.6146504329525051	0.3853495670474949	44.52314500000001
GB_GCA_015663215.1	0.8353576850183064	0.16464231498169357	44.523146000000004
RS_GCF_017357825.1	0.2467598481187501	0.7532401518812499	44.52314500000001
GB_GCA_002733945.2	0.4451646687842161	0.5548353312157839	44.52314500000001
GB_GCA_003978465.1	0.6907234690603452	0.3092765309396548	44.52314520000001
GB_GCA_002335055.1	0.7500916019872979	0.24990839801270215	44.52314520000001
GB_GCA_023228785.1	0.0554675397827891	0.9445324602172109	44.52314500000001
RS_GCF_000445475.1	0.0554675397827891	0.9445324602172109	44.52314500000001
GB_GCA_002732645.1	0.2361121146130401	0.76388788538696	44.52314500000001
GB_GCA_013153755.1	0.236813112245102	0.763186887754898	44.52314900000001
RS_GCF_000242915.1	0.0554675397827891	0.9445324602172109	44.52314500000001
GB_GCA_016744025.1	0.0554675397827891	0.9445324602172109	44.52314500000001
GB_GCA_016937915.1	0.3078198291737877	0.6921801708262123	44.523142000000014
GB_GCA_016735225.1	0.665694742496557	0.334305257503443	44.52314900000001
GB_GCA_015488855.1	0.3024473827013004	0.6975526172986997	44.52314300000001
GB_GCA_015487435.1	0.0097355139044789	0.9902644860955211	44.52314500000001
GB_GCA_021648405.1	0.0754974706896157	0.9245025293103843	44.52314500000001
RS_GCF_009258225.1	0.124207665513285	0.875792334486715	44.523147
RS_GCF_015265455.1	0.0624683412599509	0.9375316587400491	44.523140000000005
RS_GCF_015265475.1	0.124207665513285	0.875792334486715	44.523140000000005
GB_GCA_021648285.1	0.0443374611994588	0.9556625388005412	44.52314500000001
GB_GCA_022712845.1	0.0699850211066817	0.9300149788933183	44.52314400000001
GB_GCA_002733155.1	0.4537571334063799	0.5462428665936201	44.523146000000004
GB_GCA_021648465.1	0.0624683412599509	0.9375316587400491	44.52314400000001
GB_GCA_021732045.1	0.124207665513285	0.875792334486715	44.52314500000001
GB_GCA_001829785.1	0.0624683412599509	0.9375316587400491	44.52315000000001
GB_GCA_903903705.1	0.1116066456945396	0.8883933543054604	44.52314520000001
GB_GCA_001829715.1	0.0331458522932124	0.9668541477067876	44.52314520000001
GB_GCA_002452425.1	0.0585444962271778	0.9414555037728222	44.52314400000001
GB_GCA_019429335.1	0.1079782653440303	0.8920217346559697	44.52314500000001
RS_GCF_000012965.1	0.124207665513285	0.875792334486715	44.52314400000001
GB_GCA_945870785.1	0.185819862945472	0.814180137054528	44.52314400000001
GB_GCA_001829675.1	0.124207665513285	0.875792334486715	44.52314500000001
RS_GCF_009258045.1	0.0881127306482453	0.9118872693517547	44.52314500000001
RS_GCF_005217605.1	0.124207665513285	0.875792334486715	44.52314500000001
GB_GCA_014859695.1	0.124207665513285	0.875792334486715	44.52314500000001
GB_GCA_002899765.1	0.2440213746611056	0.7559786253388944	44.52314500000001
GB_GCA_023229105.1	0.1034322696008765	0.8965677303991235	44.52314500000001
GB_GCA_023229025.1	0.124207665513285	0.875792334486715	44.52314500000001
GB_GCA_018822665.1	0.124207665513285	0.875792334486715	44.523140000000005
GB_GCA_945883795.1	0.245733614633359	0.754266385366641	44.52314500000001
GB_GCA_002428085.1	0.2795353612207806	0.7204646387792194	44.523141
GB_GCA_002781365.1	0.2326204020695534	0.7673795979304466	44.52314300000001
GB_GCA_001873135.1	0.1846814084745963	0.8153185915254038	44.52314300000001
GB_GCA_024635885.1	0.3604774897963033	0.6395225102036968	44.52314300000001
GB_GCA_022729795.1	0.203305976195102	0.7966940238048981	44.52314300000001
GB_GCA_011391635.1	0.2314711257640299	0.7685288742359702	44.52314300000001
GB_GCA_001829625.1	0.2428941579551556	0.7571058420448444	44.52314300000001
GB_GCA_018824795.1	0.4859697573323612	0.5140302426676389	44.52314300000001
GB_GCA_013791885.1	0.073958396112268	0.926041603887732	44.52314300000001
GB_GCA_018825665.1	0.073958396112268	0.926041603887732	44.52314300000001
GB_GCA_021163845.1	0.1403850409806953	0.8596149590193047	44.52314300000001
GB_GCA_014764025.1	0.0784785449722478	0.9215214550277522	44.523141
GB_GCA_015488075.1	0.3665014592939837	0.6334985407060163	44.52313900000001
GB_GCA_015489055.1	0.0664203950013103	0.9335796049986897	44.52314300000001
GB_GCA_903892995.1	0.2314711257640299	0.7685288742359702	44.52314900000001
GB_GCA_903885085.1	0.1705855801298685	0.8294144198701315	44.52314900000001
GB_GCA_018824305.1	0.3002130901973472	0.6997869098026528	44.523153
GB_GCA_012963895.1	0.2254540355667594	0.7745459644332406	44.523136
GB_GCA_021582295.1	0.3977581043189766	0.6022418956810234	44.523136
GB_GCA_024281215.1	0.2176542982193296	0.7823457017806704	44.523134000000006
GB_GCA_000276965.1	0.3494863290321768	0.6505136709678232	44.523134000000006
GB_GCA_024281175.1	0.3494863290321768	0.6505136709678232	44.523134000000006
GB_GCA_913009315.1	0.0416199947029547	0.9583800052970453	44.523170000000015
GB_GCA_013152955.1	0.0416199947029547	0.9583800052970453	44.523170000000015
GB_GCA_021159235.1	0.015172701653922	0.984827298346078	44.523209000000016
GB_GCA_021159305.1	0.0280735253352723	0.9719264746647277	44.52321000000001
GB_GCA_023128455.1	0.0516469081264655	0.9483530918735344	44.52321000000001
GB_GCA_913056505.1	0.0236311077200774	0.9763688922799226	44.52319900000001
RS_GCF_002119425.1	0.0065071950909161	0.9934928049090839	44.523219000000005
GB_GCA_000517565.1	0.0072145695126582	0.9927854304873418	44.523213000000005
GB_GCA_023256235.1	0.0094451400671958	0.9905548599328042	44.523213000000005
RS_GCF_000420385.1	0.0114973358863306	0.9885026641136694	44.52319000000001
GB_GCA_015493995.1	0.018515459958231	0.981484540041769	44.52318900000001
GB_GCA_015486705.1	0.0268650404185472	0.9731349595814528	44.523191000000004
GB_GCA_015486955.1	0.045823444509072	0.9541765554909281	44.52319000000001
GB_GCA_015486965.1	0.0096848886242519	0.9903151113757481	44.52319000000001
RS_GCF_000194135.1	0.0066728713643076	0.9933271286356924	44.52318400000001
GB_GCA_015490005.1	0.0065589206281958	0.9934410793718041	44.523191000000004
RS_GCF_000526195.1	0.0066728713643076	0.9933271286356924	44.52318400000001
GB_GCA_015661865.1	0.0601886727427503	0.9398113272572497	44.52318900000001
RS_GCF_000744435.1	0.0166505288482319	0.9833494711517681	44.52319400000001
GB_GCA_003978805.1	0.0425492577561579	0.9574507422438421	44.52318900000001
RS_GCF_900188395.1	0.0034545487246698	0.9965454512753302	44.52318900000001
RS_GCF_000421485.1	0.0043981680641495	0.9956018319358505	44.52318900000001
RS_GCF_001968985.1	0.0043981680641495	0.9956018319358505	44.52318900000001
RS_GCF_004339575.1	0.0150300709905088	0.9849699290094912	44.52318900000001
GB_GCA_913055135.1	0.0224393309693634	0.9775606690306367	44.52318900000001
RS_GCF_000191045.1	0.0150300709905088	0.9849699290094912	44.52318900000001
GB_GCA_003978105.1	0.0777610472593407	0.9222389527406593	44.52319400000001
RS_GCF_000173615.1	0.169944697209858	0.8300553027901421	44.52318900000001
GB_GCA_015488335.1	0.0150300709905088	0.9849699290094912	44.52318900000001
GB_GCA_015490195.1	0.0150300709905088	0.9849699290094912	44.52318900000001
RS_GCF_900182585.1	0.0150300709905088	0.9849699290094912	44.52319400000001
RS_GCF_000185805.1	0.0150300709905088	0.9849699290094912	44.523192000000016
RS_GCF_003633715.1	0.0150300709905088	0.9849699290094912	44.523192000000016
GB_GCA_003510745.1	0.1153472770557517	0.8846527229442482	44.52318900000001
GB_GCA_002878035.1	0.0598342231113924	0.9401657768886076	44.52318900000001
GB_GCA_003978485.1	0.075870181739998	0.924129818260002	44.523179000000006
GB_GCA_003978565.1	0.0703454625285248	0.9296545374714752	44.523179000000006
RS_GCF_000021545.1	0.0387000116876612	0.9612999883123388	44.52319900000001
RS_GCF_000619805.1	0.0186040309655962	0.9813959690344038	44.52319900000001
GB_GCA_013153295.1	0.0298870038280069	0.9701129961719931	44.523191000000004
GB_GCA_013153795.1	0.030531323645962	0.969468676354038	44.52318900000001
RS_GCF_000703085.1	0.0241964490141177	0.9758035509858823	44.523187
RS_GCF_016617615.1	0.0235878247419661	0.9764121752580339	44.523191000000004
RS_GCF_900215515.1	0.0235878247419661	0.9764121752580339	44.523192
GB_GCA_013153235.1	0.0235878247419661	0.9764121752580339	44.52319400000001
GB_GCA_015487465.1	0.0235878247419661	0.9764121752580339	44.523192
GB_GCA_013153765.1	0.021590513522468	0.978409486477532	44.52319400000001
GB_GCA_015490675.1	0.0396827204338504	0.9603172795661497	44.52318400000001
RS_GCF_000021565.1	0.0235878247419661	0.9764121752580339	44.523181
GB_GCA_012961365.1	0.0396827204338504	0.9603172795661497	44.523186
GB_GCA_003978675.1	0.0500254043514569	0.9499745956485431	44.523186
RS_GCF_003688665.1	0.0396827204338504	0.9603172795661497	44.52318400000001
GB_GCA_013153635.1	0.0437958074557262	0.9562041925442738	44.52318400000001
GB_GCA_013154305.1	0.0500254043514569	0.9499745956485431	44.52318900000001
GB_GCA_013153315.1	0.0500254043514569	0.9499745956485431	44.523179000000006
GB_GCA_003972855.1	0.0750187893696786	0.9249812106303215	44.523179000000006
GB_GCA_015519975.1	0.0396827204338504	0.9603172795661497	44.52318400000001
GB_GCA_012962155.1	0.0500254043514569	0.9499745956485431	44.523179000000006
GB_GCA_002341805.1	0.0576351282709559	0.9423648717290442	44.52318900000001
GB_GCA_015487365.1	0.2533898791422497	0.7466101208577502	44.523219000000005
GB_GCA_015491275.1	0.1629607620171539	0.8370392379828461	44.523186
GB_GCA_023269915.1	0.1763231230341096	0.8236768769658904	44.52318900000001
GB_GCA_003543175.1	0.0915702439641305	0.9084297560358695	44.52319300000001
GB_GCA_002878215.1	0.0823969229898035	0.9176030770101965	44.52319300000001
RS_GCF_000213785.1	0.3130188261407409	0.686981173859259	44.52319300000001
GB_GCA_015487615.1	0.6205236604409792	0.3794763395590208	44.523186
RS_GCF_900142435.1	0.3568826574474179	0.6431173425525821	44.523187000000014
GB_GCA_025057715.1	0.5149146430768602	0.4850853569231398	44.523187000000014
RS_GCF_000702425.1	0.1392618755683244	0.8607381244316756	44.523197
GB_GCA_022759285.1	0.3138134231952633	0.6861865768047367	44.52319400000001
RS_GCF_000025605.1	0.1994772613711627	0.8005227386288373	44.523187000000014
RS_GCF_000512735.1	0.2561611592322246	0.7438388407677754	44.52319400000001
GB_GCA_009903855.1	0.0947685535625791	0.9052314464374209	44.52319400000001
GB_GCA_020833645.1	0.4329400234799099	0.5670599765200901	44.52319400000001
GB_GCA_023255875.1	0.3138134231952633	0.6861865768047367	44.523191000000004
GB_GCA_025057245.1	0.2663708702565679	0.7336291297434321	44.523181
RS_GCF_000010785.1	0.1395336469351365	0.8604663530648635	44.523191000000004
GB_GCA_003696155.1	0.0707920883452463	0.9292079116547537	44.523181
GB_GCA_025056375.1	0.49966644563105	0.50033355436895	44.523186
RS_GCF_900215655.1	0.2653149639843469	0.7346850360156532	44.523191000000004
GB_GCA_025062075.1	0.1994772613711627	0.8005227386288373	44.523186
GB_GCA_025057455.1	0.0707920883452463	0.9292079116547537	44.523186
GB_GCA_018771605.1	0.1395336469351365	0.8604663530648635	44.523186
GB_GCA_013154375.1	0.0316989158796412	0.9683010841203588	44.523179000000006
GB_GCA_013153455.1	0.0160949021167567	0.9839050978832433	44.523179000000006
RS_GCF_000008625.1	0.0650030256684509	0.9349969743315492	44.523176
GB_GCA_015661465.1	0.0898719882012111	0.9101280117987889	44.523176
GB_GCA_015487405.1	0.0731972865390108	0.9268027134609892	44.52318200000001
RS_GCF_011006175.1	0.0707920883452463	0.9292079116547537	44.52318900000001
GB_GCA_003978875.1	0.0933655280698372	0.9066344719301628	44.523176
GB_GCA_015662815.1	0.1071372831778837	0.8928627168221163	44.523176
GB_GCA_015490155.1	0.0971108005224706	0.9028891994775294	44.523179000000006
GB_GCA_015487535.1	0.0417524880052825	0.9582475119947175	44.523175
GB_GCA_011375045.1	0.04820447523952	0.95179552476048	44.523175
GB_GCA_015490105.1	0.0971108005224706	0.9028891994775294	44.52317800000001
GB_GCA_013153495.1	0.0806191258205778	0.9193808741794222	44.52317700000001
GB_GCA_015490215.1	0.04820447523952	0.95179552476048	44.52317800000001
RS_GCF_003664005.1	0.04820447523952	0.95179552476048	44.523185000000005
GB_GCA_015492115.1	0.0779890438399269	0.9220109561600731	44.523185000000005
GB_GCA_015487835.1	0.1371459500196651	0.8628540499803349	44.523186
GB_GCA_024280065.1	0.0897411051271038	0.9102588948728962	44.52318900000001
GB_GCA_015490115.1	0.0330606929739079	0.9669393070260921	44.523186
GB_GCA_003648675.1	0.012444532653185	0.987555467346815	44.523179000000006
GB_GCA_015486015.1	0.0090095860860431	0.9909904139139569	44.52318900000001
GB_GCA_024274915.1	0.005637518290506	0.994362481709494	44.523179000000006
GB_GCA_023269715.1	0.0060074531091588	0.9939925468908412	44.523179000000006
GB_GCA_015486105.1	0.0038793094728215	0.9961206905271786	44.52318900000001
GB_GCA_013153205.1	0.007867770119965	0.992132229880035	44.523269000000006
GB_GCA_015494645.1	0.0044933206391315	0.9955066793608685	44.52322900000001
RS_GCF_000469585.1	0.0065753368436384	0.9934246631563616	44.52319900000001
RS_GCF_001547735.1	0.0073841292794146	0.9926158707205854	44.52322900000001
RS_GCF_014203025.1	0.0083642530705792	0.9916357469294208	44.52318900000001
RS_GCF_000177635.2	0.0121304071138405	0.9878695928861595	44.52318900000001
GB_GCA_002402635.1	0.131289311370671	0.868710688629329	44.52314900000001
GB_GCA_002338145.1	0.0043100269076346	0.9956899730923654	44.523199
RS_GCF_000010985.1	0.0079912081872429	0.9920087918127571	44.52319900000001
RS_GCF_000218625.1	0.0079912081872429	0.9920087918127571	44.523199
RS_GCF_008362905.1	0.0070307714266018	0.9929692285733982	44.52319900000001
GB_GCA_020054865.1	0.0117471545954067	0.9882528454045933	44.52319900000001
GB_GCA_022813675.1	0.0342401694602128	0.9657598305397872	44.52319900000001
RS_GCF_020480685.1	0.0191357087122724	0.9808642912877276	44.52319900000001
GB_GCA_002878065.1	0.00385649021493	0.99614350978507	44.523198
GB_GCA_020217115.1	0.0180255871878901	0.98197441281211	44.52319900000001
RS_GCF_000183405.1	0.0070307714266018	0.9929692285733982	44.523198
GB_GCA_002452335.1	0.0098094227939386	0.9901905772060614	44.52318900000001
RS_GCF_004339245.1	0.0074934737934682	0.9925065262065318	44.52318900000001
GB_GCA_002452405.1	0.0095821162202083	0.9904178837797917	44.52318900000001
GB_GCA_021209385.1	0.0074934737934682	0.9925065262065318	44.52318900000001
GB_GCA_002869185.1	0.0125354325358585	0.9874645674641415	44.52318900000001
GB_GCA_002869145.1	0.0157808720310136	0.9842191279689864	44.52318300000001
RS_GCF_000025725.1	0.0098094227939386	0.9901905772060614	44.52318300000001
RS_GCF_000421105.1	0.0149250772249346	0.9850749227750654	44.52318900000001
GB_GCA_023395255.1	0.0098094227939386	0.9901905772060614	44.523191000000004
GB_GCA_001603805.1	0.0098094227939386	0.9901905772060614	44.52318900000001
RS_GCF_004087915.1	0.0098094227939386	0.9901905772060614	44.523191000000004
GB_GCA_944324495.1	0.1221696557359272	0.8778303442640728	44.523219000000005
GB_GCA_944325215.1	0.1221696557359272	0.8778303442640728	44.523219000000005
GB_GCA_019116905.1	0.1221696557359272	0.8778303442640728	44.523219000000005
RS_GCF_000487995.2	0.0533493859626351	0.946650614037365	44.52322200000001
GB_GCA_913050325.1	0.7062110075323621	0.2937889924676379	44.52313900000001
GB_GCA_002701605.2	0.7062110075323621	0.2937889924676379	44.52313900000001
GB_GCA_944323205.1	0.1221696557359272	0.8778303442640728	44.52322200000001
GB_GCA_910586745.1	0.194174676712178	0.805825323287822	44.52322300000001
GB_GCA_944326705.1	0.1221696557359272	0.8778303442640728	44.52322200000001
GB_GCA_944324465.1	0.1221696557359272	0.8778303442640728	44.52322300000001
GB_GCA_002697665.2	0.7062110075323621	0.2937889924676379	44.523146000000004
GB_GCA_913050245.1	0.7062110075323621	0.2937889924676379	44.52314900000001
GB_GCA_002715585.2	0.7062110075323621	0.2937889924676379	44.523146000000004
GB_GCA_902609885.1	0.7062110075323621	0.2937889924676379	44.523146000000004
GB_GCA_002311855.1	0.7062110075323621	0.2937889924676379	44.52313900000001
GB_GCA_002730475.1	0.2670633540324564	0.7329366459675436	44.52313900000001
GB_GCA_002701925.2	0.806275128424453	0.19372487157554696	44.523129000000004
GB_GCA_002708105.2	0.701217505054922	0.298782494945078	44.523129000000004
GB_GCA_905181755.1	0.4772902022959881	0.5227097977040118	44.523125000000014
GB_GCA_002167555.2	0.7062110075323621	0.2937889924676379	44.523130000000016
GB_GCA_002701865.2	0.7062110075323621	0.2937889924676379	44.52313
GB_GCA_018654605.1	0.7062110075323621	0.2937889924676379	44.52313
GB_GCA_004356685.1	0.3755841197807997	0.6244158802192004	44.523219000000005
GB_GCA_022564935.1	0.1850000631998742	0.8149999368001258	44.52319900000001
GB_GCA_001775255.1	0.4279013192437492	0.5720986807562508	44.523191000000004
GB_GCA_020849425.1	0.610413367298891	0.38958663270110905	44.52318900000001
GB_GCA_902826595.1	0.7302201790958374	0.26977982090416264	44.52318900000001
GB_GCA_020027805.1	0.7517135823229574	0.24828641767704263	44.523191000000004
GB_GCA_020054175.1	0.5920097651196027	0.4079902348803973	44.52318900000001
GB_GCA_003229065.1	0.782398213515566	0.21760178648443396	44.52319900000001
GB_GCA_002352485.1	0.5246752581940248	0.47532474180597517	44.52319900000001
GB_GCA_004356555.1	0.4540789186465702	0.5459210813534299	44.52319900000001
GB_GCA_004525335.1	0.4480815768050289	0.5519184231949711	44.52319900000001
GB_GCA_022615255.1	0.0839498545042325	0.9160501454957675	44.523179000000006
GB_GCA_002898375.1	0.4553792119431724	0.5446207880568277	44.523159000000014
GB_GCA_016187835.1	0.2952156206478218	0.7047843793521782	44.52318900000001
GB_GCA_021604765.1	0.799767872950779	0.200232127049221	44.52319900000001
GB_GCA_023250035.1	0.2596957853082969	0.7403042146917032	44.52318900000001
GB_GCA_001443445.1	0.1775121305593408	0.8224878694406592	44.52318900000001
GB_GCA_007571325.1	0.6939361296718539	0.3060638703281461	44.52322900000001
GB_GCA_009840385.1	0.7650525375472833	0.2349474624527167	44.52322900000001
GB_GCA_022819805.1	0.6939361296718539	0.3060638703281461	44.523232000000014
GB_GCA_022822065.1	0.7650525375472833	0.2349474624527167	44.52323300000001
GB_GCA_009837205.1	0.7650525375472833	0.2349474624527167	44.52323500000001
GB_GCA_022827275.1	0.7650525375472833	0.2349474624527167	44.52323100000002
GB_GCA_022826905.1	0.7650525375472833	0.2349474624527167	44.52323100000002
GB_GCA_014075295.1	0.4711442702733146	0.5288557297266854	44.523219000000005
GB_GCA_025060505.1	0.1647515172779729	0.8352484827220271	44.52318900000001
GB_GCA_002898315.1	0.0912160633432834	0.9087839366567166	44.52319900000001
GB_GCA_000494225.1	0.1647515172779729	0.8352484827220271	44.52319900000001
GB_GCA_024275095.1	0.0369178891889671	0.9630821108110329	44.52322900000001
GB_GCA_025062045.1	0.0027140550524903	0.9972859449475097	44.523209
GB_GCA_020722945.1	0.0022260842407004	0.9977739157592996	44.523209000000016
GB_GCA_002067405.1	0.0099441453170068	0.9900558546829932	44.52318900000001
GB_GCA_002328485.1	0.1525820408466993	0.8474179591533006	44.52318300000001
GB_GCA_002402795.1	0.0028927098412793	0.9971072901587207	44.523192
GB_GCA_003165115.1	0.0577454128672644	0.9422545871327356	44.52318900000001
GB_GCA_903822335.1	0.0013556993479104	0.9986443006520896	44.523192
GB_GCA_002067475.1	0.0181626431465701	0.9818373568534299	44.523185000000005
GB_GCA_002067585.1	0.0033943382960306	0.9966056617039694	44.523185000000005
GB_GCA_017881765.1	0.0126059768916701	0.9873940231083299	44.52318300000001
RS_GCF_000512235.1	0.0039626009649975	0.9960373990350025	44.52318900000001
GB_GCA_002478225.1	0.0035581622750426	0.9964418377249574	44.523179000000006
GB_GCA_013824835.1	0.0051070344944301	0.9948929655055699	44.523185000000005
GB_GCA_002067165.1	0.0028079834743829	0.9971920165256171	44.52318900000001
GB_GCA_002418945.1	0.0058508663770072	0.9941491336229928	44.523176000000014
GB_GCA_017992765.1	0.0035581622750426	0.9964418377249574	44.523181
