DATASET_COLORSTRIP
#In colored strip datasets, each ID is associated to a color box/strip and can have an optional label. Color can be specified in hexadecimal, RGB or RGBA notation. When using RGB or RGBA notation, you cannot use COMMA as the dataset separator

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).

#SEPARATOR TAB
SEPARATOR COMMA
#SEPARATOR SPACE

#label is used in the legend table (can be changed later)
DATASET_LABEL,LR prediction

#dataset color (can be changed later)
COLOR,#ff0000

#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#

#If COLOR_BRANCHES is set to 1, branches of the tree will be colored according to the colors of the strips above the leaves.
#When all children of a node have the same color, it will be colored the same, ie. the color will propagate inwards towards the root.
#COLOR_BRANCHES,0

#each dataset can have a legend, which is defined below
#for each row in the legend, there should be one shape, color and label
#shape should be a number between 1 and 6:
#1: square
#2: circle
#3: star
#4: right pointing triangle
#5: left pointing triangle
#6: checkmark

#LEGEND_TITLE Dataset_legend
#LEGEND_SHAPES 1 1 2 2
#LEGEND_COLORS #ff0000 #00ff00 rgba(0,255,0,0.5) #0000ff
#LEGEND_LABELS value1 value2 value3 value4

LEGEND_TITLE,LR prediction
INO24903,#FFC75F,Aerobe
INO26765,#FFC75F,Aerobe
INO28596,#FFC75F,Aerobe
INO30437,#FFC75F,Aerobe
INO32286,#D65DB1,Anaerobe
INO34137,#D65DB1,Anaerobe
INO36014,#D65DB1,Anaerobe
INO32285,#FFC75F,Aerobe
INO34136,#FFC75F,Aerobe
INO36013,#FFC75F,Aerobe
INO37950,#FFC75F,Aerobe
INO39893,#D65DB1,Anaerobe
INO41881,#D65DB1,Anaerobe
INO43919,#D65DB1,Anaerobe
INO46006,#D65DB1,Anaerobe
INO39892,#FFC75F,Aerobe
INO41880,#FFC75F,Aerobe
INO43918,#FFC75F,Aerobe
INO43917,#FFC75F,Aerobe
INO46005,#FFC75F,Aerobe
INO37949,#FFC75F,Aerobe
INO39891,#FFC75F,Aerobe
INO41879,#FFC75F,Aerobe
INO34135,#FFC75F,Aerobe
INO36012,#FFC75F,Aerobe
INO37948,#FFC75F,Aerobe
INO39890,#FFC75F,Aerobe
INO41878,#FFC75F,Aerobe
INO43916,#FFC75F,Aerobe
INO46004,#FFC75F,Aerobe
INO48128,#FFC75F,Aerobe
INO50270,#FFC75F,Aerobe
INO52446,#FFC75F,Aerobe
INO54600,#FFC75F,Aerobe
INO56742,#FFC75F,Aerobe
INO58784,#FFC75F,Aerobe
INO58783,#FFC75F,Aerobe
INO54599,#FFC75F,Aerobe
INO56741,#FFC75F,Aerobe
INO52445,#FFC75F,Aerobe
INO48127,#FFC75F,Aerobe
INO50269,#FFC75F,Aerobe
INO46003,#FFC75F,Aerobe
INO48126,#FFC75F,Aerobe
INO50268,#FFC75F,Aerobe
INO52444,#FFC75F,Aerobe
INO54598,#FFC75F,Aerobe
INO56740,#FFC75F,Aerobe
INO58782,#FFC75F,Aerobe
INO60705,#FFC75F,Aerobe
INO54597,#FFC75F,Aerobe
INO56739,#FFC75F,Aerobe
INO48125,#FFC75F,Aerobe
INO50267,#FFC75F,Aerobe
INO52443,#FFC75F,Aerobe
INO54596,#FFC75F,Aerobe
INO56738,#FFC75F,Aerobe
INO58781,#FFC75F,Aerobe
INO60704,#FFC75F,Aerobe
INO56737,#FFC75F,Aerobe
INO54595,#FFC75F,Aerobe
INO56736,#FFC75F,Aerobe
INO58780,#FFC75F,Aerobe
INO60703,#FFC75F,Aerobe
INO62539,#FFC75F,Aerobe
INO64262,#FFC75F,Aerobe
INO65856,#FFC75F,Aerobe
INO67356,#FFC75F,Aerobe
INO68760,#FFC75F,Aerobe
INO67355,#FFC75F,Aerobe
INO68759,#FFC75F,Aerobe
INO65855,#FFC75F,Aerobe
INO64261,#FFC75F,Aerobe
INO65854,#FFC75F,Aerobe
INO67354,#FFC75F,Aerobe
INO68758,#FFC75F,Aerobe
INO70079,#FFC75F,Aerobe
INO71243,#FFC75F,Aerobe
INO72343,#FFC75F,Aerobe
INO73347,#FFC75F,Aerobe
INO74188,#FFC75F,Aerobe
INO67353,#FFC75F,Aerobe
INO65853,#FFC75F,Aerobe
INO62538,#FFC75F,Aerobe
INO64260,#FFC75F,Aerobe
INO65852,#FFC75F,Aerobe
INO64259,#FFC75F,Aerobe
INO65851,#FFC75F,Aerobe
INO67352,#FFC75F,Aerobe
INO60702,#FFC75F,Aerobe
INO62537,#FFC75F,Aerobe
INO64258,#FFC75F,Aerobe
INO65850,#FFC75F,Aerobe
INO62536,#FFC75F,Aerobe
INO64257,#FFC75F,Aerobe
INO65849,#FFC75F,Aerobe
INO67351,#FFC75F,Aerobe
INO58779,#FFC75F,Aerobe
INO60701,#FFC75F,Aerobe
INO62535,#FFC75F,Aerobe
INO64256,#FFC75F,Aerobe
INO65848,#FFC75F,Aerobe
INO67350,#FFC75F,Aerobe
INO68757,#FFC75F,Aerobe
INO64255,#FFC75F,Aerobe
INO56735,#FFC75F,Aerobe
INO58778,#FFC75F,Aerobe
INO52442,#FFC75F,Aerobe
INO54594,#FFC75F,Aerobe
INO56734,#FFC75F,Aerobe
INO58777,#FFC75F,Aerobe
INO60700,#FFC75F,Aerobe
INO62534,#FFC75F,Aerobe
INO64254,#FFC75F,Aerobe
INO62533,#FFC75F,Aerobe
INO64253,#FFC75F,Aerobe
INO65847,#FFC75F,Aerobe
INO67349,#FFC75F,Aerobe
INO68756,#FFC75F,Aerobe
INO70078,#FFC75F,Aerobe
INO71242,#FFC75F,Aerobe
INO67348,#FFC75F,Aerobe
INO68755,#FFC75F,Aerobe
INO70077,#FFC75F,Aerobe
INO71241,#FFC75F,Aerobe
INO72342,#FFC75F,Aerobe
INO65846,#FFC75F,Aerobe
INO64252,#FFC75F,Aerobe
INO65845,#FFC75F,Aerobe
INO67347,#FFC75F,Aerobe
INO68754,#FFC75F,Aerobe
INO70076,#FFC75F,Aerobe
INO71240,#FFC75F,Aerobe
INO71239,#FFC75F,Aerobe
INO68753,#FFC75F,Aerobe
INO70075,#FFC75F,Aerobe
INO71238,#FFC75F,Aerobe
INO71237,#FFC75F,Aerobe
INO72341,#FFC75F,Aerobe
INO73346,#FFC75F,Aerobe
INO73345,#FFC75F,Aerobe
INO58776,#FFC75F,Aerobe
INO60699,#FFC75F,Aerobe
INO60698,#FFC75F,Aerobe
INO62532,#FFC75F,Aerobe
INO64251,#FFC75F,Aerobe
INO54593,#FFC75F,Aerobe
INO50266,#FFC75F,Aerobe
INO52441,#FFC75F,Aerobe
INO54592,#FFC75F,Aerobe
INO54591,#FFC75F,Aerobe
INO56733,#FFC75F,Aerobe
INO58775,#FFC75F,Aerobe
INO58774,#FFC75F,Aerobe
INO56732,#FFC75F,Aerobe
INO58773,#FFC75F,Aerobe
INO43915,#FFC75F,Aerobe
INO46002,#FFC75F,Aerobe
INO48124,#FFC75F,Aerobe
INO50265,#FFC75F,Aerobe
INO52440,#FFC75F,Aerobe
INO52439,#FFC75F,Aerobe
INO54590,#FFC75F,Aerobe
INO50264,#FFC75F,Aerobe
INO46001,#FFC75F,Aerobe
INO48123,#FFC75F,Aerobe
INO50263,#FFC75F,Aerobe
INO52438,#FFC75F,Aerobe
INO50262,#FFC75F,Aerobe
INO48122,#FFC75F,Aerobe
INO50261,#FFC75F,Aerobe
INO52437,#FFC75F,Aerobe
INO41877,#FFC75F,Aerobe
INO43914,#FFC75F,Aerobe
INO43913,#FFC75F,Aerobe
INO46000,#FFC75F,Aerobe
INO39889,#FFC75F,Aerobe
INO41876,#FFC75F,Aerobe
INO43912,#FFC75F,Aerobe
INO45999,#FFC75F,Aerobe
INO43911,#FFC75F,Aerobe
INO45998,#FFC75F,Aerobe
INO48121,#FFC75F,Aerobe
INO41875,#FFC75F,Aerobe
INO43910,#FFC75F,Aerobe
INO37947,#FFC75F,Aerobe
INO39888,#FFC75F,Aerobe
INO39887,#FFC75F,Aerobe
INO41874,#FFC75F,Aerobe
INO43909,#FFC75F,Aerobe
INO36011,#FFC75F,Aerobe
INO37946,#FFC75F,Aerobe
INO39886,#FFC75F,Aerobe
INO41873,#FFC75F,Aerobe
INO43908,#FFC75F,Aerobe
INO45997,#FFC75F,Aerobe
INO48120,#FFC75F,Aerobe
INO50260,#FFC75F,Aerobe
INO52436,#FFC75F,Aerobe
INO43907,#FFC75F,Aerobe
INO45996,#FFC75F,Aerobe
INO45995,#FFC75F,Aerobe
INO48119,#FFC75F,Aerobe
INO48118,#FFC75F,Aerobe
INO50259,#FFC75F,Aerobe
INO39885,#FFC75F,Aerobe
INO41872,#FFC75F,Aerobe
INO43906,#FFC75F,Aerobe
INO45994,#FFC75F,Aerobe
INO48117,#FFC75F,Aerobe
INO50258,#FFC75F,Aerobe
INO48116,#FFC75F,Aerobe
INO50257,#FFC75F,Aerobe
INO50256,#FFC75F,Aerobe
INO52435,#FFC75F,Aerobe
INO54589,#FFC75F,Aerobe
INO56731,#FFC75F,Aerobe
INO58772,#FFC75F,Aerobe
INO60697,#FFC75F,Aerobe
INO45993,#FFC75F,Aerobe
INO48115,#FFC75F,Aerobe
INO48114,#FFC75F,Aerobe
INO43905,#FFC75F,Aerobe
INO41871,#FFC75F,Aerobe
INO43904,#FFC75F,Aerobe
INO43903,#FFC75F,Aerobe
INO37945,#FFC75F,Aerobe
INO39884,#FFC75F,Aerobe
INO39883,#FFC75F,Aerobe
INO41870,#FFC75F,Aerobe
INO41869,#FFC75F,Aerobe
INO43902,#FFC75F,Aerobe
INO30436,#FFC75F,Aerobe
INO32284,#FFC75F,Aerobe
INO34134,#FFC75F,Aerobe
INO36010,#FFC75F,Aerobe
INO37944,#FFC75F,Aerobe
INO39882,#FFC75F,Aerobe
INO41868,#FFC75F,Aerobe
INO43901,#FFC75F,Aerobe
INO39881,#FFC75F,Aerobe
INO41867,#FFC75F,Aerobe
INO43900,#FFC75F,Aerobe
INO41866,#FFC75F,Aerobe
INO43899,#FFC75F,Aerobe
INO45992,#FFC75F,Aerobe
INO37943,#FFC75F,Aerobe
INO39880,#FFC75F,Aerobe
INO41865,#FFC75F,Aerobe
INO43898,#FFC75F,Aerobe
INO43897,#FFC75F,Aerobe
INO32283,#FFC75F,Aerobe
INO28595,#FFC75F,Aerobe
INO30435,#FFC75F,Aerobe
INO30434,#FFC75F,Aerobe
INO32282,#FFC75F,Aerobe
INO26764,#FFC75F,Aerobe
INO28594,#FFC75F,Aerobe
INO30433,#FFC75F,Aerobe
INO28593,#FFC75F,Aerobe
INO24902,#FFC75F,Aerobe
INO26763,#FFC75F,Aerobe
INO28592,#FFC75F,Aerobe
INO30432,#FFC75F,Aerobe
INO32281,#FFC75F,Aerobe
INO34133,#FFC75F,Aerobe
INO36009,#FFC75F,Aerobe
INO37942,#FFC75F,Aerobe
INO39879,#FFC75F,Aerobe
INO41864,#FFC75F,Aerobe
INO43896,#FFC75F,Aerobe
INO45991,#FFC75F,Aerobe
INO48113,#FFC75F,Aerobe
INO50255,#FFC75F,Aerobe
INO52434,#FFC75F,Aerobe
INO54588,#FFC75F,Aerobe
INO43895,#FFC75F,Aerobe
INO45990,#FFC75F,Aerobe
INO48112,#FFC75F,Aerobe
INO50254,#FFC75F,Aerobe
INO52433,#FFC75F,Aerobe
INO48111,#FFC75F,Aerobe
INO41863,#FFC75F,Aerobe
INO43894,#FFC75F,Aerobe
INO45989,#FFC75F,Aerobe
INO48110,#FFC75F,Aerobe
INO50253,#FFC75F,Aerobe
INO52432,#FFC75F,Aerobe
INO54587,#FFC75F,Aerobe
INO52431,#FFC75F,Aerobe
INO54586,#FFC75F,Aerobe
INO56730,#FFC75F,Aerobe
INO56729,#FFC75F,Aerobe
INO58771,#FFC75F,Aerobe
INO60696,#FFC75F,Aerobe
INO62531,#FFC75F,Aerobe
INO64250,#FFC75F,Aerobe
INO65844,#FFC75F,Aerobe
INO62530,#FFC75F,Aerobe
INO64249,#FFC75F,Aerobe
INO65843,#FFC75F,Aerobe
INO67346,#FFC75F,Aerobe
INO67345,#FFC75F,Aerobe
INO65842,#FFC75F,Aerobe
INO60695,#FFC75F,Aerobe
INO62529,#FFC75F,Aerobe
INO58770,#FFC75F,Aerobe
INO60694,#FFC75F,Aerobe
INO62528,#FFC75F,Aerobe
INO64248,#FFC75F,Aerobe
INO64247,#FFC75F,Aerobe
INO62527,#FFC75F,Aerobe
INO64246,#FFC75F,Aerobe
INO65841,#FFC75F,Aerobe
INO67344,#FFC75F,Aerobe
INO67343,#FFC75F,Aerobe
INO68752,#FFC75F,Aerobe
INO70074,#FFC75F,Aerobe
INO71236,#FFC75F,Aerobe
INO72340,#FFC75F,Aerobe
INO73344,#FFC75F,Aerobe
INO74187,#FFC75F,Aerobe
INO73343,#FFC75F,Aerobe
INO74186,#FFC75F,Aerobe
INO74930,#FFC75F,Aerobe
INO74929,#FFC75F,Aerobe
INO75587,#FFC75F,Aerobe
INO72339,#FFC75F,Aerobe
INO73342,#FFC75F,Aerobe
INO73341,#FFC75F,Aerobe
INO74185,#FFC75F,Aerobe
INO70073,#FFC75F,Aerobe
INO71235,#FFC75F,Aerobe
INO72338,#FFC75F,Aerobe
INO73340,#FFC75F,Aerobe
INO68751,#FFC75F,Aerobe
INO65840,#FFC75F,Aerobe
INO67342,#FFC75F,Aerobe
INO68750,#FFC75F,Aerobe
INO70072,#FFC75F,Aerobe
INO71234,#FFC75F,Aerobe
INO67341,#FFC75F,Aerobe
INO68749,#FFC75F,Aerobe
INO70071,#FFC75F,Aerobe
INO71233,#FFC75F,Aerobe
INO71232,#FFC75F,Aerobe
INO70070,#FFC75F,Aerobe
INO68748,#FFC75F,Aerobe
INO70069,#FFC75F,Aerobe
INO71231,#FFC75F,Aerobe
INO72337,#FFC75F,Aerobe
INO54585,#FFC75F,Aerobe
INO56728,#FFC75F,Aerobe
INO56727,#FFC75F,Aerobe
INO58769,#FFC75F,Aerobe
INO60693,#FFC75F,Aerobe
INO62526,#FFC75F,Aerobe
INO64245,#FFC75F,Aerobe
INO65839,#FFC75F,Aerobe
INO67340,#FFC75F,Aerobe
INO68747,#FFC75F,Aerobe
INO70068,#FFC75F,Aerobe
INO67339,#FFC75F,Aerobe
INO64244,#FFC75F,Aerobe
INO65838,#FFC75F,Aerobe
INO67338,#FFC75F,Aerobe
INO68746,#FFC75F,Aerobe
INO60692,#FFC75F,Aerobe
INO50252,#FFC75F,Aerobe
INO52430,#FFC75F,Aerobe
INO54584,#FFC75F,Aerobe
INO56726,#FFC75F,Aerobe
INO58768,#FFC75F,Aerobe
INO60691,#FFC75F,Aerobe
INO60690,#FFC75F,Aerobe
INO58767,#FFC75F,Aerobe
INO60689,#FFC75F,Aerobe
INO62525,#FFC75F,Aerobe
INO64243,#FFC75F,Aerobe
INO64242,#FFC75F,Aerobe
INO65837,#FFC75F,Aerobe
INO67337,#FFC75F,Aerobe
INO68745,#FFC75F,Aerobe
INO70067,#FFC75F,Aerobe
INO71230,#FFC75F,Aerobe
INO72336,#FFC75F,Aerobe
INO68744,#FFC75F,Aerobe
INO70066,#FFC75F,Aerobe
INO71229,#FFC75F,Aerobe
INO72335,#FFC75F,Aerobe
INO72334,#FFC75F,Aerobe
INO67336,#FFC75F,Aerobe
INO65836,#FFC75F,Aerobe
INO62524,#FFC75F,Aerobe
INO64241,#FFC75F,Aerobe
INO64240,#FFC75F,Aerobe
INO60688,#FFC75F,Aerobe
INO62523,#FFC75F,Aerobe
INO62522,#FFC75F,Aerobe
INO64239,#FFC75F,Aerobe
INO65835,#FFC75F,Aerobe
INO67335,#FFC75F,Aerobe
INO68743,#FFC75F,Aerobe
INO70065,#FFC75F,Aerobe
INO70064,#FFC75F,Aerobe
INO54583,#FFC75F,Aerobe
INO56725,#FFC75F,Aerobe
INO58766,#FFC75F,Aerobe
INO52429,#FFC75F,Aerobe
INO43893,#FFC75F,Aerobe
INO45988,#FFC75F,Aerobe
INO48109,#FFC75F,Aerobe
INO45987,#FFC75F,Aerobe
INO39878,#FFC75F,Aerobe
INO41862,#FFC75F,Aerobe
INO43892,#FFC75F,Aerobe
INO45986,#FFC75F,Aerobe
INO48108,#FFC75F,Aerobe
INO50251,#FFC75F,Aerobe
INO52428,#FFC75F,Aerobe
INO54582,#FFC75F,Aerobe
INO56724,#FFC75F,Aerobe
INO52427,#FFC75F,Aerobe
INO54581,#FFC75F,Aerobe
INO50250,#FFC75F,Aerobe
INO52426,#FFC75F,Aerobe
INO54580,#FFC75F,Aerobe
INO56723,#FFC75F,Aerobe
INO58765,#FFC75F,Aerobe
INO60687,#FFC75F,Aerobe
INO62521,#FFC75F,Aerobe
INO64238,#FFC75F,Aerobe
INO65834,#FFC75F,Aerobe
INO56722,#FFC75F,Aerobe
INO54579,#FFC75F,Aerobe
INO48107,#FFC75F,Aerobe
INO50249,#FFC75F,Aerobe
INO50248,#FFC75F,Aerobe
INO43891,#FFC75F,Aerobe
INO45985,#FFC75F,Aerobe
INO45984,#FFC75F,Aerobe
INO37941,#FFC75F,Aerobe
INO36008,#FFC75F,Aerobe
INO37940,#FFC75F,Aerobe
INO39877,#FFC75F,Aerobe
INO41861,#FFC75F,Aerobe
INO43890,#FFC75F,Aerobe
INO45983,#FFC75F,Aerobe
INO48106,#FFC75F,Aerobe
INO50247,#FFC75F,Aerobe
INO52425,#FFC75F,Aerobe
INO48105,#FFC75F,Aerobe
INO50246,#FFC75F,Aerobe
INO52424,#FFC75F,Aerobe
INO52423,#FFC75F,Aerobe
INO50245,#FFC75F,Aerobe
INO52422,#FFC75F,Aerobe
INO54578,#FFC75F,Aerobe
INO52421,#FFC75F,Aerobe
INO54577,#FFC75F,Aerobe
INO45982,#FFC75F,Aerobe
INO48104,#FFC75F,Aerobe
INO48103,#FFC75F,Aerobe
INO50244,#FFC75F,Aerobe
INO52420,#FFC75F,Aerobe
INO54576,#FFC75F,Aerobe
INO41860,#FFC75F,Aerobe
INO43889,#FFC75F,Aerobe
INO45981,#FFC75F,Aerobe
INO48102,#FFC75F,Aerobe
INO50243,#FFC75F,Aerobe
INO45980,#FFC75F,Aerobe
INO48101,#FFC75F,Aerobe
INO50242,#FFC75F,Aerobe
INO52419,#FFC75F,Aerobe
INO54575,#FFC75F,Aerobe
INO56721,#FFC75F,Aerobe
INO58764,#FFC75F,Aerobe
INO58763,#FFC75F,Aerobe
INO60686,#FFC75F,Aerobe
INO62520,#FFC75F,Aerobe
INO64237,#FFC75F,Aerobe
INO65833,#FFC75F,Aerobe
INO54574,#FFC75F,Aerobe
INO56720,#FFC75F,Aerobe
INO58762,#FFC75F,Aerobe
INO60685,#FFC75F,Aerobe
INO60684,#FFC75F,Aerobe
INO62519,#FFC75F,Aerobe
INO64236,#FFC75F,Aerobe
INO64235,#FFC75F,Aerobe
INO62518,#FFC75F,Aerobe
INO43888,#FFC75F,Aerobe
INO39876,#FFC75F,Aerobe
INO41859,#FFC75F,Aerobe
INO43887,#FFC75F,Aerobe
INO43886,#FFC75F,Aerobe
INO41858,#FFC75F,Aerobe
INO43885,#FFC75F,Aerobe
INO45979,#FFC75F,Aerobe
INO45978,#FFC75F,Aerobe
INO48100,#FFC75F,Aerobe
INO43884,#FFC75F,Aerobe
INO45977,#FFC75F,Aerobe
INO48099,#FFC75F,Aerobe
INO37939,#FFC75F,Aerobe
INO39875,#FFC75F,Aerobe
INO41857,#FFC75F,Aerobe
INO43883,#FFC75F,Aerobe
INO45976,#FFC75F,Aerobe
INO48098,#FFC75F,Aerobe
INO50241,#FFC75F,Aerobe
INO50240,#FFC75F,Aerobe
INO52418,#FFC75F,Aerobe
INO54573,#FFC75F,Aerobe
INO56719,#FFC75F,Aerobe
INO58761,#FFC75F,Aerobe
INO48097,#FFC75F,Aerobe
INO41856,#FFC75F,Aerobe
INO43882,#FFC75F,Aerobe
INO45975,#FFC75F,Aerobe
INO48096,#FFC75F,Aerobe
INO50239,#FFC75F,Aerobe
INO48095,#FFC75F,Aerobe
INO50238,#FFC75F,Aerobe
INO52417,#FFC75F,Aerobe
INO52416,#FFC75F,Aerobe
INO54572,#FFC75F,Aerobe
INO56718,#FFC75F,Aerobe
INO58760,#FFC75F,Aerobe
INO45974,#FFC75F,Aerobe
INO48094,#FFC75F,Aerobe
INO50237,#FFC75F,Aerobe
INO50236,#FFC75F,Aerobe
INO52415,#FFC75F,Aerobe
INO52414,#FFC75F,Aerobe
INO48093,#FFC75F,Aerobe
INO50235,#FFC75F,Aerobe
INO52413,#FFC75F,Aerobe
INO54571,#FFC75F,Aerobe
INO52412,#FFC75F,Aerobe
INO54570,#FFC75F,Aerobe
INO56717,#FFC75F,Aerobe
INO58759,#FFC75F,Aerobe
INO60683,#FFC75F,Aerobe
INO62517,#FFC75F,Aerobe
INO64234,#FFC75F,Aerobe
INO65832,#FFC75F,Aerobe
INO62516,#FFC75F,Aerobe
INO64233,#FFC75F,Aerobe
INO65831,#FFC75F,Aerobe
INO67334,#FFC75F,Aerobe
INO58758,#FFC75F,Aerobe
INO60682,#FFC75F,Aerobe
INO62515,#FFC75F,Aerobe
INO56716,#FFC75F,Aerobe
INO58757,#FFC75F,Aerobe
INO50234,#FFC75F,Aerobe
INO52411,#FFC75F,Aerobe
INO54569,#FFC75F,Aerobe
INO56715,#FFC75F,Aerobe
INO58756,#FFC75F,Aerobe
INO60681,#FFC75F,Aerobe
INO56714,#FFC75F,Aerobe
INO43881,#FFC75F,Aerobe
INO45973,#FFC75F,Aerobe
INO48092,#FFC75F,Aerobe
INO50233,#FFC75F,Aerobe
INO45972,#FFC75F,Aerobe
INO48091,#FFC75F,Aerobe
INO50232,#FFC75F,Aerobe
INO52410,#FFC75F,Aerobe
INO54568,#FFC75F,Aerobe
INO56713,#FFC75F,Aerobe
INO54567,#FFC75F,Aerobe
INO56712,#FFC75F,Aerobe
INO58755,#FFC75F,Aerobe
INO50231,#FFC75F,Aerobe
INO52409,#FFC75F,Aerobe
INO54566,#FFC75F,Aerobe
INO56711,#FFC75F,Aerobe
INO58754,#FFC75F,Aerobe
INO56710,#FFC75F,Aerobe
INO58753,#FFC75F,Aerobe
INO54565,#FFC75F,Aerobe
INO56709,#FFC75F,Aerobe
INO48090,#FFC75F,Aerobe
INO50230,#FFC75F,Aerobe
INO52408,#FFC75F,Aerobe
INO54564,#FFC75F,Aerobe
INO56708,#FFC75F,Aerobe
INO52407,#FFC75F,Aerobe
INO54563,#FFC75F,Aerobe
INO56707,#FFC75F,Aerobe
INO39874,#FFC75F,Aerobe
INO41855,#FFC75F,Aerobe
INO43880,#FFC75F,Aerobe
INO45971,#FFC75F,Aerobe
INO48089,#FFC75F,Aerobe
INO50229,#FFC75F,Aerobe
INO52406,#FFC75F,Aerobe
INO45970,#FFC75F,Aerobe
INO48088,#FFC75F,Aerobe
INO50228,#FFC75F,Aerobe
INO52405,#FFC75F,Aerobe
INO54562,#FFC75F,Aerobe
INO56706,#FFC75F,Aerobe
INO56705,#FFC75F,Aerobe
INO58752,#FFC75F,Aerobe
INO60680,#FFC75F,Aerobe
INO58751,#FFC75F,Aerobe
INO60679,#FFC75F,Aerobe
INO54561,#FFC75F,Aerobe
INO52404,#FFC75F,Aerobe
INO54560,#FFC75F,Aerobe
INO56704,#FFC75F,Aerobe
INO56703,#FFC75F,Aerobe
INO58750,#FFC75F,Aerobe
INO60678,#FFC75F,Aerobe
INO48087,#FFC75F,Aerobe
INO50227,#FFC75F,Aerobe
INO52403,#FFC75F,Aerobe
INO43879,#FFC75F,Aerobe
INO45969,#FFC75F,Aerobe
INO45968,#FFC75F,Aerobe
INO48086,#FFC75F,Aerobe
INO50226,#FFC75F,Aerobe
INO41854,#FFC75F,Aerobe
INO43878,#FFC75F,Aerobe
INO45967,#FFC75F,Aerobe
INO48085,#FFC75F,Aerobe
INO50225,#FFC75F,Aerobe
INO52402,#FFC75F,Aerobe
INO54559,#FFC75F,Aerobe
INO56702,#FFC75F,Aerobe
INO56701,#FFC75F,Aerobe
INO58749,#FFC75F,Aerobe
INO50224,#FFC75F,Aerobe
INO52401,#FFC75F,Aerobe
INO54558,#FFC75F,Aerobe
INO48084,#FFC75F,Aerobe
INO50223,#FFC75F,Aerobe
INO52400,#FFC75F,Aerobe
INO54557,#FFC75F,Aerobe
INO45966,#FFC75F,Aerobe
INO48083,#FFC75F,Aerobe
INO50222,#FFC75F,Aerobe
INO52399,#FFC75F,Aerobe
INO54556,#FFC75F,Aerobe
INO56700,#FFC75F,Aerobe
INO58748,#FFC75F,Aerobe
INO43877,#FFC75F,Aerobe
INO45965,#FFC75F,Aerobe
INO48082,#FFC75F,Aerobe
INO50221,#FFC75F,Aerobe
INO52398,#FFC75F,Aerobe
INO54555,#FFC75F,Aerobe
INO54554,#FFC75F,Aerobe
INO56699,#FFC75F,Aerobe
INO56698,#FFC75F,Aerobe
INO50220,#FFC75F,Aerobe
INO48081,#FFC75F,Aerobe
INO50219,#FFC75F,Aerobe
INO45964,#FFC75F,Aerobe
INO48080,#FFC75F,Aerobe
INO50218,#FFC75F,Aerobe
INO48079,#FFC75F,Aerobe
INO32280,#FFC75F,Aerobe
INO34132,#FFC75F,Aerobe
INO34131,#FFC75F,Aerobe
INO36007,#FFC75F,Aerobe
INO37938,#FFC75F,Aerobe
INO39873,#FFC75F,Aerobe
INO39872,#FFC75F,Aerobe
INO36006,#FFC75F,Aerobe
INO37937,#FFC75F,Aerobe
INO39871,#FFC75F,Aerobe
INO39870,#FFC75F,Aerobe
INO37936,#FFC75F,Aerobe
INO30431,#FFC75F,Aerobe
INO32279,#FFC75F,Aerobe
INO34130,#FFC75F,Aerobe
INO36005,#FFC75F,Aerobe
INO37935,#FFC75F,Aerobe
INO37934,#FFC75F,Aerobe
INO39869,#FFC75F,Aerobe
INO41853,#FFC75F,Aerobe
INO43876,#FFC75F,Aerobe
INO45963,#FFC75F,Aerobe
INO48078,#FFC75F,Aerobe
INO50217,#FFC75F,Aerobe
INO45962,#FFC75F,Aerobe
INO48077,#FFC75F,Aerobe
INO50216,#FFC75F,Aerobe
INO52397,#FFC75F,Aerobe
INO54553,#FFC75F,Aerobe
INO56697,#FFC75F,Aerobe
INO58747,#FFC75F,Aerobe
INO58746,#FFC75F,Aerobe
INO60677,#FFC75F,Aerobe
INO62514,#FFC75F,Aerobe
INO64232,#FFC75F,Aerobe
INO65830,#FFC75F,Aerobe
INO62513,#FFC75F,Aerobe
INO64231,#FFC75F,Aerobe
INO65829,#FFC75F,Aerobe
INO67333,#FFC75F,Aerobe
INO52396,#FFC75F,Aerobe
INO54552,#FFC75F,Aerobe
INO56696,#FFC75F,Aerobe
INO58745,#FFC75F,Aerobe
INO50215,#FFC75F,Aerobe
INO52395,#FFC75F,Aerobe
INO54551,#FFC75F,Aerobe
INO48076,#FFC75F,Aerobe
INO50214,#FFC75F,Aerobe
INO50213,#FFC75F,Aerobe
INO52394,#FFC75F,Aerobe
INO54550,#FFC75F,Aerobe
INO43875,#FFC75F,Aerobe
INO45961,#FFC75F,Aerobe
INO48075,#FFC75F,Aerobe
INO50212,#FFC75F,Aerobe
INO48074,#FFC75F,Aerobe
INO50211,#FFC75F,Aerobe
INO52393,#FFC75F,Aerobe
INO50210,#FFC75F,Aerobe
INO52392,#FFC75F,Aerobe
INO54549,#FFC75F,Aerobe
INO56695,#FFC75F,Aerobe
INO56694,#FFC75F,Aerobe
INO58744,#FFC75F,Aerobe
INO58743,#FFC75F,Aerobe
INO52391,#FFC75F,Aerobe
INO45960,#FFC75F,Aerobe
INO41852,#FFC75F,Aerobe
INO43874,#FFC75F,Aerobe
INO45959,#FFC75F,Aerobe
INO48073,#FFC75F,Aerobe
INO50209,#FFC75F,Aerobe
